State,District,Population,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
CT,Raigarh,1493627,2,0,4,0,752,6265
CT,Raipur,4062160,9,0,3,0,789,3193
CT,Rajnandgaon,1537520,0,0,0,0,596,650
CT,Sukma,249000,0,0,1,0,140,77
CT,Surajpur,660280,0,0,0,0,442,322
CT,Surguja,420661,0,0,0,0,1831,1834
CT,Uttar Bastar Kanker,748593,0,0,0,0,995,645
DL,Delhi,19814000,45,0,46,56751,12482,11839
DN,Dadra and Nagar Haveli,343709,0,0,0,0,3,18
DN,Daman,191173,0,0,1,0,0,0
GA,North Goa,817761,0,0,0,0,1070,5967
GA,South Goa,639962,0,0,0,0,1492,6405
GA,Unknown,639962,23,0,53,0,0,0
GJ,Ahmedabad,7208200,4,0,2,0,1765,11394
GJ,Amreli,1513614,0,0,0,0,399,3792
GJ,Anand,2090276,0,0,0,0,4876,2866
GJ,Aravalli,1051746,0,0,0,0,2,106
GJ,Banaskantha,3116045,0,0,0,0,390,3521
GJ,Bharuch,1550822,0,0,0,0,1539,2936
GJ,Bhavnagar,2877961,1,0,0,0,359,1470
GJ,Botad,656005,0,0,0,0,13,235
GJ,Chhota Udaipur,1071831,0,0,0,0,4,818
GJ,Dahod,2126558,0,0,0,0,8,1930
GJ,Dang,226769,0,0,0,0,2,1
GJ,Devbhumi Dwarka,752484,0,0,0,0,315,373
GJ,Gandhinagar,1387478,0,0,0,0,69,367
GJ,Gir Somnath,1217477,0,0,0,0,912,15
GJ,Jamnagar,2159130,0,0,1,0,367,1366
GJ,Junagadh,2742291,2,0,0,0,62,1232
GJ,Kheda,2298934,0,0,0,0,124,2105
GJ,Kutch,2090313,0,0,0,0,15,351
GJ,Mahisagar,994624,0,0,0,0,1,929
GJ,Mehsana,2027727,0,0,0,0,71,723
GJ,Morbi,960329,0,0,0,0,31,118
GJ,Narmada,590379,0,0,0,0,2,12
GJ,Navsari,1330711,0,0,1,0,62,2009
GJ,Panchmahal,2388267,0,0,0,0,80,1246
GJ,Patan,1342746,0,0,0,0,20,259
GJ,Porbandar,586062,0,0,0,0,48,1062
GJ,Rajkot,3157676,0,0,7,0,43,153
GJ,Sabarkantha,2427346,0,0,0,0,66,1181
GJ,Surat,4996391,4,0,4,0,2525,7090
GJ,Surendranagar,1755873,0,0,0,0,51,647
GJ,Tapi,806489,0,0,0,0,14,111
GJ,Vadodara,3639775,6,0,2,0,437,12194
GJ,Valsad,1703068,3,0,6,0,84,46
HP,Bilaspur,382056,11,0,12,0,6,329
HP,Chamba,518844,0,0,2,0,146,1749
HP,Hamirpur,454293,11,0,50,0,0,32
HP,Kangra,1507223,40,1,108,0,2,23
HP,Kinnaur,84298,0,0,1,0,0,0
HP,Kullu,437474,0,0,3,0,0,0
HP,Mandi,999518,4,0,5,0,99,2275
HP,Shimla,813384,4,0,9,0,20,1688
HP,Sirmaur,530164,0,0,0,0,52,1185
HP,Solan,576670,4,0,2,0,33,493
HP,Una,521057,11,0,6,0,24,396
HR,Ambala,1136784,0,0,0,0,100,587
HR,Bhiwani,1629109,0,0,0,0,578,2454
HR,Charkhi Dadri,502276,0,0,0,0,2,35
HR,Faridabad,1798954,1,0,0,0,818,1577
HR,Fatehabad,941522,0,0,0,0,30,37
HR,Gurugram,1514085,7,0,8,0,264,1637
HR,Hisar,1742815,0,0,0,0,58,111
HR,Jhajjar,956907,0,0,0,0,569,996
HR,Jind,1332042,0,0,0,0,490,567
HR,Kaithal,1072861,0,0,0,0,69,149
HR,Karnal,1506323,1,0,0,0,617,217
HR,Kurukshetra,964231,0,0,0,0,55,199
HR,Mahendragarh,921680,0,0,0,0,205,529
HR,Nuh,1089406,0,0,0,0,2433,583
HR,Palwal,1040493,0,0,0,0,358,259
HR,Panchkula,558890,1,0,2,0,127,1033
HR,Panipat,1202811,1,0,0,0,375,1054
HR,Rewari,896129,0,0,0,0,83,353
HR,Rohtak,1058683,0,0,0,0,311,953
HR,Sirsa,1295114,0,0,0,0,47,92
HR,Sonipat,1480080,0,0,0,0,785,2190
HR,Yamunanagar,1214162,0,0,0,0,102,185
JH,Bokaro,2061918,0,0,0,0,3236,4363
JH,Chatra,1042304,0,0,0,0,909,1813
JH,Deoghar,1491879,0,0,0,0,985,2299
JH,Dhanbad,2682662,0,0,1,0,2811,3597
JH,Dumka,1321096,0,0,1,0,1460,2659
JH,East Singhbhum,2291032,0,0,3,0,1925,4669
JH,Garhwa,1322387,0,0,1,0,4770,3027
JH,Giridih,2445203,0,0,0,0,2411,3577
JH,Godda,1311382,0,0,0,0,906,1883
JH,Gumla,1025656,0,0,0,0,465,744
JH,Hazaribagh,1734005,0,0,0,0,678,1243
JH,Jamtara,790207,0,0,0,0,973,1373
JH,Khunti,530299,0,0,0,0,354,367
JH,Koderma,717169,0,0,0,0,45,235
JH,Latehar,725673,0,0,0,0,1158,773
JH,Lohardaga,461738,0,0,0,0,188,166
JH,Pakur,899200,0,0,0,0,3009,2636
JH,Palamu,1936319,0,0,0,0,5270,6713
JH,Ramgarh,949159,0,0,0,0,645,944
JH,Ranchi,2912022,10,0,2,0,4743,4594
JH,Sahibganj,1150038,0,0,0,0,1336,947
JH,Saraikela-Kharsawan,1063458,0,0,0,0,682,490
JH,Simdega,599813,0,0,0,0,67,189
JH,West Singhbhum,1501619,0,0,0,0,895,962
JK,Anantnag,1070144,2,0,2,0,69,4677
JK,Bandipora,385099,1,0,0,0,12,639
JK,Baramulla,1015503,10,0,6,0,42,2327
JK,Budgam,735753,10,0,10,0,113,2657
JK,Doda,409576,2,0,0,0,74,1079
JK,Ganderbal,297003,7,0,2,0,33,1116
JK,Jammu,1526406,3,0,6,0,86,593
JK,Kathua,615711,0,0,0,0,108,2053
JK,Kishtwar,230696,0,0,0,0,85,320
JK,Kulgam,422786,1,0,2,0,39,1610
JK,Kupwara,875564,5,0,4,0,165,8743
JK,Pulwama,570060,4,0,0,0,24,1414
JK,Punch,476820,0,0,0,0,45,3190
JK,Rajouri,619266,0,0,0,0,56,752
JK,Ramban,283313,1,0,0,0,155,829
JK,Reasi,314714,0,0,2,0,240,1808
JK,Samba,318611,0,0,0,0,40,468
JK,Shopiyan,265960,0,0,0,0,6,302
JK,Srinagar,1269751,49,0,45,0,394,11547
JK,Udhampur,555357,0,0,0,0,76,700
KA,Bagalkote,1890826,0,0,0,0,823,98
KA,Ballari,2532383,0,0,2,0,2415,483
KA,Belagavi,4778439,6,0,1,0,427,825
KA,Bengaluru Rural,987257,3,0,3,0,118,994
KA,Bengaluru Urban,9588910,137,7,204,0,2109,11462
KA,Bidar,1700018,0,0,0,0,408,740
KA,Chamarajanagara,1020962,0,0,4,0,25,399
KA,Chikkaballapura,1254377,2,1,0,0,16,22
KA,Chikkamagaluru,1137753,3,0,4,0,14,29
KA,Chitradurga,1660378,3,0,3,0,2340,1956
KA,Dakshina Kannada,2083625,24,0,20,0,139,858
KA,Davanagere,1946905,2,0,1,0,16,33
KA,Dharwad,1846993,0,1,3,0,459,323
KA,Gadag,1065235,0,0,0,0,1176,167
KA,Hassan,1776221,26,0,28,0,37,123
KA,Haveri,1598506,1,0,1,0,2,7
KA,Kalaburagi,2564892,3,0,0,0,1631,1001
KA,Kodagu,554762,11,0,7,0,26,202
KA,Kolar,1540231,2,0,5,0,748,1088
KA,Koppal,1391292,0,0,0,0,116,321
KA,Mandya,1808680,8,0,2,0,8,123
KA,Mysuru,2994744,33,2,34,0,798,1258
KA,Raichur,1924773,0,0,1,0,151,433
KA,Ramanagara,1082739,0,0,0,0,11,61
KA,Shivamogga,1755512,3,0,0,0,417,957
KA,Tumakuru,2681449,17,0,12,0,1842,3742
KA,Udupi,1177908,2,0,6,0,16,137
KA,Uttara Kannada,1353299,6,0,4,0,11,155
KA,Vijayapura,2175102,0,0,0,0,340,583
KA,Yadgir,1172985,0,0,0,0,108,62
KL,Alappuzha,2121943,270,1,455,0,65,502
KL,Ernakulam,3279860,1046,11,918,0,573,1977
KL,Idukki,1107453,550,1,195,0,26,208
KL,Kannur,2525637,304,0,451,0,38,325
KL,Kasaragod,1302600,137,0,147,0,389,1861
KL,Kollam,2629703,592,0,848,0,13,215
KL,Kottayam,1979384,506,5,155,0,11,125
KL,Kozhikode,3089543,742,23,760,0,55,449
KL,Malappuram,4110956,334,48,560,0,152,523
KL,Palakkad,2810892,339,16,423,0,37,397
KL,Pathanamthitta,1195537,447,2,406,0,149,1275
KL,Thiruvananthapuram,3307284,878,1,754,0,418,2986
KL,Thrissur,3110327,753,59,38,0,107,977
KL,Wayanad,816558,269,0,329,0,12,243
LA,Kargil,143000,0,0,0,0,0,3
LA,Leh,147000,11,0,9,0,0,0
LD,Lakshadweep,64473,0,0,0,31,0,4
MH,Ahmednagar,4543083,138,2,11,0,535,661
MH,Akola,1818617,0,0,1,0,576,200
MH,Amravati,2887826,1,0,0,0,112,66
MH,Aurangabad,3695928,27,0,0,0,759,246
MH,Beed,2585962,12,0,7,0,411,473
MH,Bhandara,1198810,0,0,0,0,7,13
MH,Buldhana,2588039,3,0,1,0,402,153
MH,Chandrapur,2194262,2,0,0,0,54,24
MH,Dhule,2048781,0,0,0,0,121,230
MH,Gadchiroli,1071795,0,0,0,0,424,255
MH,Gondia,1322331,0,0,0,0,32,45
MH,Hingoli,1178973,0,0,0,0,459,166
MH,Jalgaon,4224442,0,0,2,0,6,19
MH,Jalna,1958483,0,0,0,0,121,16
MH,Kolhapur,3874015,12,0,5,0,152,337
MH,Latur,2455543,5,1,0,0,4676,1424
MH,Mumbai,12442373,308,3,429,0,2725,2540
MH,Nagpur,4653171,4,0,5,0,3039,3360
MH,Nanded,3356566,2,0,3,0,8820,2618
MH,Nandurbar,1646177,0,0,0,0,738,178
MH,Nashik,6109052,60,3,32,0,2116,473
MH,Osmanabad,1660311,16,0,3,0,5549,1039
MH,Palghar,2990116,28,0,6,0,863,1749
MH,Parbhani,1835982,0,0,1,0,4016,1361
MH,Pune,9426959,245,0,300,0,2900,4885
MH,Raigad,2635394,26,0,34,0,326,1214
MH,Ratnagiri,1612672,8,0,14,0,83,224
MH,Sangli,2820575,19,0,0,0,128,120
MH,Satara,3003922,35,1,4,0,225,298
MH,Sindhudurg,848868,12,0,6,0,-1,1
MH,Solapur,4315527,51,4,7,0,5956,1381
MH,Thane,11060148,153,6,525,0,3664,5578
MH,Wardha,1296157,2,0,2,0,18,65
MH,Washim,1196714,1,0,0,0,1016,516
MH,Yavatmal,2775457,2,0,1,0,2588,697
ML,East Garo Hills,317618,0,0,1,0,0,0
ML,East Khasi Hills,824059,14,1,18,0,0,17
ML,North Garo Hills,118325,1,0,0,0,0,0
ML,Ribhoi,258380,1,0,3,0,15,65
ML,South Garo Hills,142574,0,0,0,0,13,67
ML,South West Garo Hills,172495,0,0,1,0,0,0
ML,West Garo Hills,642923,3,0,1,0,7,32
ML,West Jaintia Hills,270352,1,0,0,0,0,0
ML,West Khasi Hills,385601,2,0,27,0,1,20
MN,Chandel,144028,0,0,0,0,5,134
MN,Churachandpur,271274,0,0,0,0,27,370
MN,Imphal East,452661,0,0,0,0,183,1268
MN,Imphal West,514683,0,0,0,0,74,841
MN,Kamjong,45616,0,0,0,0,75,371
MN,Kangpokpi,45616,0,0,0,0,73,26
MN,Noney,45616,0,0,0,0,29,388
MN,Pherzawl,47250,0,0,0,0,0,52
MN,Senapati,354772,0,0,0,0,105,291
MN,Tamenglong,140143,0,0,0,0,53,76
MN,Tengnoupal,140143,0,0,0,0,14,183
MN,Thoubal,420517,0,0,0,0,1,22
MN,Ukhrul,183115,0,0,0,0,66,258
MN,Unknown,183115,63,1,62,0,0,0
MP,Agar Malwa,183115,0,0,0,0,12,107
MP,Alirajpur,728677,0,0,0,0,10,40
MP,Anuppur,749521,0,0,0,0,73,1328
MP,Ashoknagar,844979,0,0,0,0,10,131
MP,Balaghat,1701156,2,0,0,0,25,342
MP,Barwani,1385659,0,0,0,0,76,542
MP,Betul,1575247,0,0,0,0,22,547
MP,Bhind,1703562,0,0,0,0,29,1176
MP,Bhopal,2368145,2,0,0,0,66,646
MP,Burhanpur,756993,0,0,0,0,49,138
MP,Chhatarpur,1762857,0,0,0,0,56,1310
MP,Chhindwara,2090306,0,0,0,0,18,261
MP,Damoh,1263703,0,0,0,0,39,982
MP,Datia,786375,0,0,0,0,521,10316
MP,Dewas,1563107,0,0,0,0,11,386
MP,Dhar,2184672,1,0,0,0,39,306
MP,Dindori,704218,0,0,0,0,4,96
MP,Guna,1240938,0,0,0,0,630,5023
MP,Gwalior,2030543,0,0,0,0,531,1715
MP,Harda,570302,0,0,0,0,14,210
MP,Hoshangabad,1240975,0,0,0,0,10,206
MP,Indore,3272335,8,0,0,0,76,894
MP,Jabalpur,2460714,0,0,0,0,726,19681
MP,Jhabua,1024091,0,0,0,0,50,222
MP,Katni,1291684,0,0,0,0,57,879
MP,Khargone,1872413,0,0,0,0,922,5304
MP,Mandla,1053522,0,0,0,0,6,72
MP,Mandsaur,1339832,0,0,0,0,4,130
MP,Morena,1965137,0,0,0,0,50,1667
MP,Narsinghpur,1092141,0,0,0,0,10,224
MP,Neemuch,825958,0,0,0,0,16,359
MP,Panna,1016028,0,0,0,0,144,985
MP,Raisen,1331699,0,0,0,0,39,222
MP,Rajgarh,1546541,1,0,0,0,10,144
MP,Ratlam,1454483,0,0,0,0,14,251
MP,Rewa,2363744,0,0,0,0,85,1574
MP,Sagar,2378295,2,0,0,0,23,343
MP,Satna,2228619,0,0,0,0,37,303
MP,Sehore,1311008,0,0,0,0,5,256
MP,Seoni,1378876,0,0,0,0,15,402
MP,Shahdol,1064989,0,0,0,0,20,426
MP,Shajapur,1512353,0,0,0,0,43,851
MP,Sheopur,687952,0,0,0,0,236,1788
MP,Shivpuri,1725818,0,0,0,0,883,13988
MP,Sidhi,1126515,0,0,0,0,58,512
MP,Singrauli,1178132,0,0,0,0,43,305
MP,Tikamgarh,1444920,0,0,0,0,60,297
MP,Ujjain,1986864,0,0,0,0,27,1323
MP,Umaria,643579,0,0,0,0,9,93
MP,Unknown,643579,0,0,8,0,0,0
MP,Vidisha,1458212,0,0,0,0,11,253
MZ,Aizawl,404054,361,1,365,0,0,0
MZ,Champhai,125370,33,0,40,0,0,0
MZ,Hnahthial,125370,1,0,29,0,0,0
MZ,Khawzawl,125370,2,0,0,0,0,0
MZ,Kolasib,83054,10,0,2,0,0,0
MZ,Lawngtlai,117444,14,0,13,0,129,0
MZ,Lunglei,154094,71,0,36,0,0,0
MZ,Mamit,85757,19,0,0,0,0,0
MZ,Saiha,56366,0,1,37,0,0,39
MZ,Saitual,56366,3,0,21,0,0,0
MZ,Serchhip,64875,65,0,67,0,0,0
NL,Dimapur,379769,3,1,13,0,-1,2
NL,Kiphire,74033,0,0,0,0,61,124
NL,Kohima,270063,4,0,0,0,0,0
NL,Mokokchung,193171,3,0,2,0,0,0
NL,Mon,259604,0,0,0,0,20,28
NL,Peren,163294,0,0,0,0,1,29
NL,Phek,163294,0,0,0,0,21,168
NL,Tuensang,414801,1,0,6,0,41,122
NL,Wokha,166239,0,0,0,0,11,232
NL,Zunheboto,141014,0,0,0,0,36,106
OR,Angul,1271703,1,0,3,0,9,38
OR,Balasore,2317419,5,0,14,0,929,519
OR,Bargarh,1478833,0,0,1,0,169,30
OR,Bhadrak,1506522,3,0,7,0,0,17
OR,Boudh,439917,0,0,0,0,496,1585
OR,Cuttack,2618708,54,0,29,0,2729,1129
OR,Deogarh,312164,2,0,3,0,1,136
OR,Dhenkanal,1192948,5,0,0,0,92,104
OR,Gajapati,575880,5,0,0,0,296,1193
OR,Ganjam,3520151,8,0,2,0,438,1848
OR,Jagatsinghpur,1136604,9,0,12,0,-2,2
OR,Jajpur,1826275,9,0,8,0,2,9
OR,Jharsuguda,579499,3,0,0,0,0,0
OR,Kalahandi,1573054,2,0,0,0,1476,537
OR,Kandhamal,731952,0,0,0,0,847,529
OR,Kendrapara,1439891,8,0,8,0,1452,1179
OR,Kendujhar,1802777,1,0,2,0,483,613
OR,Khordha,2246341,250,2,243,0,568,1482
OR,Koraput,1376934,1,0,2,0,935,2024
OR,Malkangiri,612727,0,0,3,0,2497,2000
OR,Mayurbhanj,2513895,19,1,8,0,2985,654
OR,Nayagarh,962215,2,0,3,0,29,117
OR,Nuapada,606490,1,0,3,0,6,58
OR,Puri,1697983,15,1,7,0,2991,6548
OR,Rayagada,961959,6,0,3,0,537,2019
OR,Sambalpur,1044410,13,0,24,0,574,1479
OR,State Pool,1044410,53,0,57,0,0,0
OR,Sundargarh,2080664,13,0,8,0,824,340
PB,Amritsar,2490891,4,0,1,0,232,251
PB,Barnala,596294,0,0,0,0,629,291
PB,Bathinda,1388859,1,0,0,0,110,182
PB,Faridkot,618008,1,0,1,0,154,241
PB,Fatehgarh Sahib,599814,0,0,0,0,9,17
PB,Fazilka,1180483,1,0,1,0,249,177
PB,Ferozepur,2026831,4,0,3,0,130,73
PB,Gurdaspur,2299026,0,0,0,0,459,351
PB,Hoshiarpur,1582793,2,1,2,0,87,211
PB,Jalandhar,2181753,1,0,1,0,167,507
PB,Kapurthala,817668,0,0,0,0,93,174
PB,Ludhiana,3487882,0,0,4,0,327,276
PB,Mansa,768808,0,0,0,0,128,166
PB,Moga,992289,0,0,0,0,9,7
PB,Pathankot,626154,6,0,1,0,52,278
PB,Patiala,2892282,0,0,2,0,239,526
PB,Rupnagar,683349,2,0,3,0,88,202
PB,S.A.S. Nagar,986147,3,0,5,0,95,425
PB,Sangrur,1654408,1,0,1,0,219,157
PB,Shahid Bhagat Singh Nagar,614362,0,0,0,0,54,78
PB,Sri Muktsar Sahib,902702,0,0,0,0,91,149
PB,Tarn Taran,1120070,0,0,0,0,251,127
PY,Karaikal,200222,6,0,9,0,2,22
PY,Mahe,41816,10,0,10,0,0,0
PY,Puducherry,950289,22,0,25,0,159,477
PY,Yanam,55626,0,0,1,0,8,31
RJ,Ajmer,2584913,0,0,0,0,110,1101
RJ,Alwar,3671999,0,0,0,0,376,1002
RJ,Banswara,1798194,0,0,0,0,986,1105
RJ,Baran,1223921,0,0,0,0,44,212
RJ,Barmer,2604453,0,0,0,0,64,247
RJ,Bharatpur,2549121,0,0,0,0,59,176
RJ,Bhilwara,2410459,0,0,0,0,161,1752
RJ,Bikaner,2367745,0,0,1,0,76,275
RJ,Bundi,1113725,0,0,0,0,424,1216
RJ,Chittorgarh,1544392,0,0,0,0,21,43
RJ,Churu,2041172,0,0,0,0,5,32
RJ,Dausa,1637226,0,0,0,0,182,1072
RJ,Dholpur,1207293,0,0,1,0,45,83
RJ,Dungarpur,1388906,0,0,0,0,90,246
RJ,Ganganagar,1969520,0,0,0,0,749,1957
RJ,Hanumangarh,1779650,0,0,0,0,72,478
RJ,Jaipur,6663971,2,0,0,0,570,1871
RJ,Jaisalmer,672008,0,0,0,0,199,474
RJ,Jalore,1830151,0,0,0,0,309,738
RJ,Jhalawar,1411327,0,0,0,0,359,2133
RJ,Jhunjhunu,2139658,0,0,0,0,267,1682
RJ,Jodhpur,3685681,0,0,0,0,26,93
RJ,Karauli,1458459,0,0,0,0,1578,993
RJ,Kota,1950491,0,0,0,0,170,2306
RJ,Nagaur,3309234,0,0,0,0,636,3335
RJ,Pali,2038533,0,0,0,0,704,3089
RJ,Pratapgarh,868231,0,0,0,0,39,298
RJ,Rajsamand,1158283,0,0,0,0,345,988
RJ,Sawai Madhopur,1338114,0,0,0,0,268,844
RJ,Sikar,2677737,0,0,0,0,39,130
RJ,Sirohi,1037185,0,0,0,0,480,589
RJ,Tonk,1421711,0,0,0,0,48,268
RJ,Udaipur,3067549,0,0,0,0,1169,2727
SK,Unknown,146742,21,1,8,0,0,0
TG,Adilabad,708952,0,0,0,0,165,138
TG,Bhadradri Kothagudem,1304811,0,0,0,0,1570,1314
TG,Hyderabad,3441992,0,0,0,0,3334,5427
TG,Jangaon,582457,0,0,0,0,2637,363
TG,Jayashankar Bhupalapally,712257,0,0,0,0,125,262
TG,Jogulamba Gadwal,664971,0,0,0,0,496,253
TG,Kamareddy,972625,0,0,0,0,320,78
TG,Karimnagar,1016063,0,0,0,0,65,486
TG,Khammam,1401639,0,0,0,0,789,1134
TG,Komaram Bheem,515835,0,0,0,0,569,136
TG,Mahabubabad,1318110,0,0,0,0,3715,1107
TG,Mahabubnagar,1318110,0,0,0,0,609,184
TG,Mancherial,807037,0,0,0,0,65,27
TG,Medak,767428,0,0,0,0,704,589
TG,Medchal Malkajgiri,2542203,0,0,0,0,5804,8370
TG,Mulugu,294671,0,0,0,0,71,85
TG,Nagarkurnool,893308,0,0,0,0,730,18
TG,Nalgonda,1631399,0,0,0,0,859,448
TG,Narayanpet,566874,0,0,0,0,585,48
TG,Nirmal,709415,0,0,0,0,744,255
TG,Nizamabad,1534428,0,0,0,0,276,42
TG,Peddapalli,795332,0,0,0,0,79,40
TG,Rajanna Sircilla,546121,0,0,0,0,10,100
TG,Ranga Reddy,2551731,0,0,0,0,217,1168
TG,Sangareddy,1527628,0,0,0,0,7628,3083
TG,Siddipet,993376,0,0,0,0,197,187
TG,Suryapet,1099560,0,0,0,0,20,1
TG,Unknown,1099560,121,1,183,0,0,0
TG,Vikarabad,881250,0,0,0,0,111,12
TG,Wanaparthy,751553,0,0,0,0,243,119
TG,Warangal Rural,716457,0,0,0,0,2416,1350
