state,state_short,date,delta_confirmed,delta_recovered,delta_deceased,delta_tested,delta_vaccinated_1,delta_vaccinated_2
Andaman and Nicobar Islands,AN,2020-03-26,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-27,5,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-28,3,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-30,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-08,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-09,0,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-16,0,1,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-17,1,0,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-18,2,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-19,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-20,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-21,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-22,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-23,4,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-24,7,0,0,1276,0,0
Andaman and Nicobar Islands,AN,2020-04-25,4,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-27,0,0,0,169,0,0
Andaman and Nicobar Islands,AN,2020-04-28,0,4,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-30,0,1,0,0,0,0
Andaman and Nicobar Islands,AN,2020-05-01,0,0,0,906,0,0
Andaman and Nicobar Islands,AN,2020-05-02,0,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-05-03,0,6,0,0,0,0
Andaman and Nicobar Islands,AN,2020-05-07,0,1,0,0,0,0
Andaman and Nicobar Islands,AN,2020-05-16,0,0,0,2923,0,0
Andaman and Nicobar Islands,AN,2020-05-19,0,0,0,288,0,0
Andaman and Nicobar Islands,AN,2020-05-20,0,0,0,117,0,0
Andaman and Nicobar Islands,AN,2020-05-21,0,0,0,85,0,0
Andaman and Nicobar Islands,AN,2020-05-22,0,0,0,96,0,0
Andaman and Nicobar Islands,AN,2020-05-23,0,0,0,64,0,0
Andaman and Nicobar Islands,AN,2020-05-25,0,0,0,36,0,0
Andaman and Nicobar Islands,AN,2020-05-26,0,0,0,85,0,0
Andaman and Nicobar Islands,AN,2020-05-27,0,0,0,51,0,0
Andaman and Nicobar Islands,AN,2020-05-28,0,0,0,20,0,0
Andaman and Nicobar Islands,AN,2020-05-29,0,0,0,48,0,0
Andaman and Nicobar Islands,AN,2020-05-31,0,0,0,139,0,0
Andaman and Nicobar Islands,AN,2020-06-01,0,0,0,99,0,0
Andaman and Nicobar Islands,AN,2020-06-02,0,0,0,281,0,0
Andaman and Nicobar Islands,AN,2020-06-03,0,0,0,209,0,0
Andaman and Nicobar Islands,AN,2020-06-04,0,0,0,118,0,0
Andaman and Nicobar Islands,AN,2020-06-05,0,0,0,281,0,0
Andaman and Nicobar Islands,AN,2020-06-06,0,0,0,343,0,0
Andaman and Nicobar Islands,AN,2020-06-07,0,0,0,205,0,0
Andaman and Nicobar Islands,AN,2020-06-08,0,0,0,99,0,0
Andaman and Nicobar Islands,AN,2020-06-09,1,0,0,518,0,0
Andaman and Nicobar Islands,AN,2020-06-10,1,0,0,151,0,0
Andaman and Nicobar Islands,AN,2020-06-11,3,0,0,216,0,0
Andaman and Nicobar Islands,AN,2020-06-12,0,0,0,471,0,0
Andaman and Nicobar Islands,AN,2020-06-13,0,0,0,258,0,0
Andaman and Nicobar Islands,AN,2020-06-14,2,0,0,401,0,0
Andaman and Nicobar Islands,AN,2020-06-15,1,0,0,162,0,0
Andaman and Nicobar Islands,AN,2020-06-16,3,0,0,291,0,0
Andaman and Nicobar Islands,AN,2020-06-17,0,0,0,430,0,0
Andaman and Nicobar Islands,AN,2020-06-18,1,2,0,383,0,0
Andaman and Nicobar Islands,AN,2020-06-19,2,0,0,308,0,0
Andaman and Nicobar Islands,AN,2020-06-20,0,0,0,390,0,0
Andaman and Nicobar Islands,AN,2020-06-21,1,2,0,114,0,0
Andaman and Nicobar Islands,AN,2020-06-22,0,0,0,77,0,0
Andaman and Nicobar Islands,AN,2020-06-23,2,3,0,212,0,0
Andaman and Nicobar Islands,AN,2020-06-24,6,1,0,271,0,0
Andaman and Nicobar Islands,AN,2020-06-25,2,0,0,283,0,0
Andaman and Nicobar Islands,AN,2020-06-26,14,2,0,306,0,0
Andaman and Nicobar Islands,AN,2020-06-27,0,0,0,268,0,0
Andaman and Nicobar Islands,AN,2020-06-28,11,2,0,243,0,0
Andaman and Nicobar Islands,AN,2020-06-29,7,0,0,316,0,0
Andaman and Nicobar Islands,AN,2020-06-30,7,0,0,299,0,0
Andaman and Nicobar Islands,AN,2020-07-01,3,5,0,273,0,0
Andaman and Nicobar Islands,AN,2020-07-02,9,1,0,296,0,0
Andaman and Nicobar Islands,AN,2020-07-03,7,3,0,348,0,0
Andaman and Nicobar Islands,AN,2020-07-04,3,12,0,206,0,0
Andaman and Nicobar Islands,AN,2020-07-05,6,6,0,77,0,0
Andaman and Nicobar Islands,AN,2020-07-06,16,2,0,186,0,0
Andaman and Nicobar Islands,AN,2020-07-07,6,0,0,286,0,0
Andaman and Nicobar Islands,AN,2020-07-08,2,0,0,262,0,0
Andaman and Nicobar Islands,AN,2020-07-09,7,9,0,209,0,0
Andaman and Nicobar Islands,AN,2020-07-10,0,9,0,194,0,0
Andaman and Nicobar Islands,AN,2020-07-11,0,0,0,269,0,0
Andaman and Nicobar Islands,AN,2020-07-12,7,8,0,132,0,0
Andaman and Nicobar Islands,AN,2020-07-13,3,9,0,162,0,0
Andaman and Nicobar Islands,AN,2020-07-14,5,20,0,275,0,0
Andaman and Nicobar Islands,AN,2020-07-15,5,1,0,177,0,0
Andaman and Nicobar Islands,AN,2020-07-16,4,3,0,166,0,0
Andaman and Nicobar Islands,AN,2020-07-17,4,9,0,194,0,0
Andaman and Nicobar Islands,AN,2020-07-18,4,3,0,250,0,0
Andaman and Nicobar Islands,AN,2020-07-19,15,0,0,233,0,0
Andaman and Nicobar Islands,AN,2020-07-20,4,6,0,397,0,0
Andaman and Nicobar Islands,AN,2020-07-21,5,8,0,341,0,0
Andaman and Nicobar Islands,AN,2020-07-22,9,4,0,401,0,0
Andaman and Nicobar Islands,AN,2020-07-23,19,7,0,267,0,0
Andaman and Nicobar Islands,AN,2020-07-24,19,4,0,433,0,0
Andaman and Nicobar Islands,AN,2020-07-25,31,2,0,222,0,0
Andaman and Nicobar Islands,AN,2020-07-26,28,4,0,84,0,0
Andaman and Nicobar Islands,AN,2020-07-27,20,12,1,499,0,0
Andaman and Nicobar Islands,AN,2020-07-28,25,4,0,377,0,0
Andaman and Nicobar Islands,AN,2020-07-29,65,5,1,292,0,0
Andaman and Nicobar Islands,AN,2020-07-30,42,0,1,398,0,0
Andaman and Nicobar Islands,AN,2020-07-31,78,13,2,423,0,0
Andaman and Nicobar Islands,AN,2020-08-01,88,12,2,270,0,0
Andaman and Nicobar Islands,AN,2020-08-02,98,16,1,272,0,0
Andaman and Nicobar Islands,AN,2020-08-03,96,21,2,454,0,0
Andaman and Nicobar Islands,AN,2020-08-04,98,14,2,458,0,0
Andaman and Nicobar Islands,AN,2020-08-05,99,49,2,334,0,0
Andaman and Nicobar Islands,AN,2020-08-06,96,29,2,690,0,0
Andaman and Nicobar Islands,AN,2020-08-07,99,70,3,399,0,0
Andaman and Nicobar Islands,AN,2020-08-08,129,75,1,158,0,0
Andaman and Nicobar Islands,AN,2020-08-09,139,148,0,30,0,0
Andaman and Nicobar Islands,AN,2020-08-10,135,61,0,243,0,0
Andaman and Nicobar Islands,AN,2020-08-11,139,40,1,109,0,0
Andaman and Nicobar Islands,AN,2020-08-12,136,80,0,289,0,0
Andaman and Nicobar Islands,AN,2020-08-13,137,95,1,229,0,0
Andaman and Nicobar Islands,AN,2020-08-14,149,108,2,156,0,0
Andaman and Nicobar Islands,AN,2020-08-15,120,96,0,80,0,0
Andaman and Nicobar Islands,AN,2020-08-16,93,98,4,20,0,0
Andaman and Nicobar Islands,AN,2020-08-17,46,99,1,443,0,0
Andaman and Nicobar Islands,AN,2020-08-18,84,96,1,265,0,0
Andaman and Nicobar Islands,AN,2020-08-19,75,108,0,366,0,0
Andaman and Nicobar Islands,AN,2020-08-20,76,109,1,184,0,0
Andaman and Nicobar Islands,AN,2020-08-21,67,106,1,86,0,0
Andaman and Nicobar Islands,AN,2020-08-22,61,109,0,315,0,0
Andaman and Nicobar Islands,AN,2020-08-23,52,110,1,390,0,0
Andaman and Nicobar Islands,AN,2020-08-24,44,129,2,235,0,0
Andaman and Nicobar Islands,AN,2020-08-25,41,139,2,569,0,0
Andaman and Nicobar Islands,AN,2020-08-26,40,78,4,564,0,0
Andaman and Nicobar Islands,AN,2020-08-27,33,65,1,184,0,0
Andaman and Nicobar Islands,AN,2020-08-28,32,70,0,270,0,0
Andaman and Nicobar Islands,AN,2020-08-29,31,75,2,307,0,0
Andaman and Nicobar Islands,AN,2020-08-30,23,67,1,267,0,0
Andaman and Nicobar Islands,AN,2020-08-31,28,61,1,811,0,0
Andaman and Nicobar Islands,AN,2020-09-01,28,67,0,1619,0,0
Andaman and Nicobar Islands,AN,2020-09-02,26,44,1,1032,0,0
Andaman and Nicobar Islands,AN,2020-09-03,37,65,1,939,0,0
Andaman and Nicobar Islands,AN,2020-09-04,34,40,1,750,0,0
Andaman and Nicobar Islands,AN,2020-09-05,35,41,1,749,0,0
Andaman and Nicobar Islands,AN,2020-09-06,40,47,0,631,0,0
Andaman and Nicobar Islands,AN,2020-09-07,27,46,0,790,0,0
Andaman and Nicobar Islands,AN,2020-09-08,33,38,0,1044,0,0
Andaman and Nicobar Islands,AN,2020-09-09,34,43,1,737,0,0
Andaman and Nicobar Islands,AN,2020-09-10,39,43,0,1016,0,0
Andaman and Nicobar Islands,AN,2020-09-11,29,36,0,888,0,0
Andaman and Nicobar Islands,AN,2020-09-12,27,45,0,890,0,0
Andaman and Nicobar Islands,AN,2020-09-13,25,41,0,709,0,0
Andaman and Nicobar Islands,AN,2020-09-14,11,35,1,708,0,0
Andaman and Nicobar Islands,AN,2020-09-15,17,40,0,836,0,0
Andaman and Nicobar Islands,AN,2020-09-16,19,27,0,971,0,0
Andaman and Nicobar Islands,AN,2020-09-17,11,33,0,1067,0,0
Andaman and Nicobar Islands,AN,2020-09-18,27,36,0,1174,0,0
Andaman and Nicobar Islands,AN,2020-09-19,13,22,0,646,0,0
Andaman and Nicobar Islands,AN,2020-09-20,7,15,0,581,0,0
Andaman and Nicobar Islands,AN,2020-09-21,22,18,0,958,0,0
Andaman and Nicobar Islands,AN,2020-09-22,18,10,0,625,0,0
Andaman and Nicobar Islands,AN,2020-09-23,21,15,0,746,0,0
Andaman and Nicobar Islands,AN,2020-09-24,32,9,0,-599,0,0
Andaman and Nicobar Islands,AN,2020-09-25,15,25,0,2177,0,0
Andaman and Nicobar Islands,AN,2020-09-26,15,23,0,890,0,0
Andaman and Nicobar Islands,AN,2020-09-27,20,2,1,602,0,0
Andaman and Nicobar Islands,AN,2020-09-28,9,29,0,682,0,0
Andaman and Nicobar Islands,AN,2020-09-29,18,5,0,792,0,0
Andaman and Nicobar Islands,AN,2020-09-30,14,21,0,628,0,0
Andaman and Nicobar Islands,AN,2020-10-01,13,15,0,913,0,0
Andaman and Nicobar Islands,AN,2020-10-02,10,8,0,761,0,0
Andaman and Nicobar Islands,AN,2020-10-03,10,11,0,794,0,0
Andaman and Nicobar Islands,AN,2020-10-04,16,7,0,872,0,0
Andaman and Nicobar Islands,AN,2020-10-05,15,10,1,906,0,0
Andaman and Nicobar Islands,AN,2020-10-06,13,19,0,781,0,0
Andaman and Nicobar Islands,AN,2020-10-07,23,18,0,1321,0,0
Andaman and Nicobar Islands,AN,2020-10-08,17,11,1,1133,0,0
Andaman and Nicobar Islands,AN,2020-10-09,24,17,0,1088,0,0
Andaman and Nicobar Islands,AN,2020-10-10,16,20,0,1132,0,0
Andaman and Nicobar Islands,AN,2020-10-11,13,20,0,682,0,0
Andaman and Nicobar Islands,AN,2020-10-12,18,6,0,786,0,0
Andaman and Nicobar Islands,AN,2020-10-13,13,12,0,848,0,0
Andaman and Nicobar Islands,AN,2020-10-14,10,14,0,844,0,0
Andaman and Nicobar Islands,AN,2020-10-15,16,21,0,901,0,0
Andaman and Nicobar Islands,AN,2020-10-16,10,14,1,838,0,0
Andaman and Nicobar Islands,AN,2020-10-17,11,17,0,914,0,0
Andaman and Nicobar Islands,AN,2020-10-18,25,20,0,753,0,0
Andaman and Nicobar Islands,AN,2020-10-19,18,24,0,947,0,0
Andaman and Nicobar Islands,AN,2020-10-20,15,10,0,1223,0,0
Andaman and Nicobar Islands,AN,2020-10-21,27,11,0,1103,0,0
Andaman and Nicobar Islands,AN,2020-10-22,16,24,1,998,0,0
Andaman and Nicobar Islands,AN,2020-10-23,23,8,1,1467,0,0
Andaman and Nicobar Islands,AN,2020-10-24,18,23,0,1112,0,0
Andaman and Nicobar Islands,AN,2020-10-25,20,15,0,746,0,0
Andaman and Nicobar Islands,AN,2020-10-26,8,14,0,489,0,0
Andaman and Nicobar Islands,AN,2020-10-27,21,22,0,1193,0,0
Andaman and Nicobar Islands,AN,2020-10-28,15,20,0,1070,0,0
Andaman and Nicobar Islands,AN,2020-10-29,16,15,1,1337,0,0
Andaman and Nicobar Islands,AN,2020-10-30,12,22,0,1074,0,0
Andaman and Nicobar Islands,AN,2020-10-31,15,24,0,664,0,0
Andaman and Nicobar Islands,AN,2020-11-01,8,12,1,1106,0,0
Andaman and Nicobar Islands,AN,2020-11-02,12,20,0,1342,0,0
Andaman and Nicobar Islands,AN,2020-11-03,20,21,0,1348,0,0
Andaman and Nicobar Islands,AN,2020-11-04,17,10,0,1157,0,0
Andaman and Nicobar Islands,AN,2020-11-05,14,12,0,1233,0,0
Andaman and Nicobar Islands,AN,2020-11-06,17,19,0,1575,0,0
Andaman and Nicobar Islands,AN,2020-11-07,21,12,0,1389,0,0
Andaman and Nicobar Islands,AN,2020-11-08,9,15,0,1209,0,0
Andaman and Nicobar Islands,AN,2020-11-09,13,18,0,1213,0,0
Andaman and Nicobar Islands,AN,2020-11-10,14,16,0,1201,0,0
Andaman and Nicobar Islands,AN,2020-11-11,17,12,0,1207,0,0
Andaman and Nicobar Islands,AN,2020-11-12,13,15,1,1166,0,0
Andaman and Nicobar Islands,AN,2020-11-13,11,22,0,1186,0,0
Andaman and Nicobar Islands,AN,2020-11-14,9,11,0,914,0,0
Andaman and Nicobar Islands,AN,2020-11-15,9,15,0,1035,0,0
Andaman and Nicobar Islands,AN,2020-11-16,21,16,0,1346,0,0
Andaman and Nicobar Islands,AN,2020-11-17,17,17,0,1566,0,0
Andaman and Nicobar Islands,AN,2020-11-18,19,15,0,1520,0,0
Andaman and Nicobar Islands,AN,2020-11-19,11,20,0,1626,0,0
Andaman and Nicobar Islands,AN,2020-11-20,13,10,0,1600,0,0
Andaman and Nicobar Islands,AN,2020-11-21,14,20,0,1576,0,0
Andaman and Nicobar Islands,AN,2020-11-22,10,12,0,1125,0,0
Andaman and Nicobar Islands,AN,2020-11-23,15,13,0,1561,0,0
Andaman and Nicobar Islands,AN,2020-11-24,11,11,0,1670,0,0
Andaman and Nicobar Islands,AN,2020-11-25,10,15,0,1607,0,0
Andaman and Nicobar Islands,AN,2020-11-26,5,12,0,1234,0,0
Andaman and Nicobar Islands,AN,2020-11-27,7,17,0,1667,0,0
Andaman and Nicobar Islands,AN,2020-11-28,9,10,0,1499,0,0
Andaman and Nicobar Islands,AN,2020-11-29,6,19,0,1581,0,0
Andaman and Nicobar Islands,AN,2020-11-30,6,13,0,1477,0,0
Andaman and Nicobar Islands,AN,2020-12-01,8,16,0,1691,0,0
Andaman and Nicobar Islands,AN,2020-12-02,5,17,0,1704,0,0
Andaman and Nicobar Islands,AN,2020-12-03,6,14,0,1571,0,0
Andaman and Nicobar Islands,AN,2020-12-04,13,14,0,1597,0,0
Andaman and Nicobar Islands,AN,2020-12-05,5,5,0,1696,0,0
Andaman and Nicobar Islands,AN,2020-12-06,11,8,0,1678,0,0
Andaman and Nicobar Islands,AN,2020-12-07,15,7,0,1635,0,0
Andaman and Nicobar Islands,AN,2020-12-08,5,16,0,1706,0,0
Andaman and Nicobar Islands,AN,2020-12-09,5,0,0,1734,0,0
Andaman and Nicobar Islands,AN,2020-12-10,8,5,0,1742,0,0
Andaman and Nicobar Islands,AN,2020-12-11,7,7,0,1663,0,0
Andaman and Nicobar Islands,AN,2020-12-12,7,6,0,2120,0,0
Andaman and Nicobar Islands,AN,2020-12-13,13,8,0,2078,0,0
Andaman and Nicobar Islands,AN,2020-12-14,16,8,0,1681,0,0
Andaman and Nicobar Islands,AN,2020-12-15,8,7,0,1769,0,0
Andaman and Nicobar Islands,AN,2020-12-16,8,10,0,1788,0,0
Andaman and Nicobar Islands,AN,2020-12-17,10,9,0,1785,0,0
Andaman and Nicobar Islands,AN,2020-12-18,9,5,0,1829,0,0
Andaman and Nicobar Islands,AN,2020-12-19,6,7,0,1965,0,0
Andaman and Nicobar Islands,AN,2020-12-20,6,13,0,2203,0,0
Andaman and Nicobar Islands,AN,2020-12-21,7,8,1,1821,0,0
Andaman and Nicobar Islands,AN,2020-12-22,5,9,0,1924,0,0
Andaman and Nicobar Islands,AN,2020-12-23,3,12,0,1897,0,0
Andaman and Nicobar Islands,AN,2020-12-24,5,14,0,2090,0,0
Andaman and Nicobar Islands,AN,2020-12-25,11,6,0,1726,0,0
Andaman and Nicobar Islands,AN,2020-12-26,0,8,0,1096,0,0
Andaman and Nicobar Islands,AN,2020-12-27,12,9,0,1320,0,0
Andaman and Nicobar Islands,AN,2020-12-28,5,5,0,1028,0,0
Andaman and Nicobar Islands,AN,2020-12-29,7,8,0,1518,0,0
Andaman and Nicobar Islands,AN,2020-12-30,5,9,0,1182,0,0
Andaman and Nicobar Islands,AN,2020-12-31,4,6,0,1014,0,0
Andaman and Nicobar Islands,AN,2021-01-01,1,4,0,991,0,0
Andaman and Nicobar Islands,AN,2021-01-02,1,7,0,1094,0,0
Andaman and Nicobar Islands,AN,2021-01-03,1,9,0,1230,0,0
Andaman and Nicobar Islands,AN,2021-01-04,0,2,0,1185,0,0
Andaman and Nicobar Islands,AN,2021-01-05,1,8,0,975,0,0
Andaman and Nicobar Islands,AN,2021-01-06,0,3,0,1236,0,0
Andaman and Nicobar Islands,AN,2021-01-07,9,5,0,1680,0,0
Andaman and Nicobar Islands,AN,2021-01-08,1,2,0,1175,0,0
Andaman and Nicobar Islands,AN,2021-01-09,0,7,0,1354,0,0
Andaman and Nicobar Islands,AN,2021-01-10,1,2,0,1159,0,0
Andaman and Nicobar Islands,AN,2021-01-11,3,9,0,1632,0,0
Andaman and Nicobar Islands,AN,2021-01-12,3,2,0,1508,0,0
Andaman and Nicobar Islands,AN,2021-01-13,3,5,0,1619,0,0
Andaman and Nicobar Islands,AN,2021-01-14,7,0,0,1327,0,0
Andaman and Nicobar Islands,AN,2021-01-15,3,4,0,1148,0,0
Andaman and Nicobar Islands,AN,2021-01-16,3,0,0,1568,225,0
Andaman and Nicobar Islands,AN,2021-01-17,1,1,0,1220,0,0
Andaman and Nicobar Islands,AN,2021-01-18,5,1,0,1670,217,0
Andaman and Nicobar Islands,AN,2021-01-19,1,0,0,1321,202,0
Andaman and Nicobar Islands,AN,2021-01-20,2,3,0,1447,0,0
Andaman and Nicobar Islands,AN,2021-01-21,0,4,0,1258,388,0
Andaman and Nicobar Islands,AN,2021-01-22,1,3,0,1325,434,0
Andaman and Nicobar Islands,AN,2021-01-23,1,0,0,1631,532,0
Andaman and Nicobar Islands,AN,2021-01-24,0,1,0,1074,21,0
Andaman and Nicobar Islands,AN,2021-01-25,1,9,0,1448,350,0
Andaman and Nicobar Islands,AN,2021-01-26,0,0,0,943,0,0
Andaman and Nicobar Islands,AN,2021-01-27,0,5,0,1149,16,0
Andaman and Nicobar Islands,AN,2021-01-28,0,2,0,1622,271,0
Andaman and Nicobar Islands,AN,2021-01-29,0,3,0,1855,71,0
Andaman and Nicobar Islands,AN,2021-01-30,0,1,0,1392,0,0
Andaman and Nicobar Islands,AN,2021-01-31,0,0,0,1261,0,0
Andaman and Nicobar Islands,AN,2021-02-01,0,4,0,1715,0,0
Andaman and Nicobar Islands,AN,2021-02-02,0,0,0,1732,0,0
Andaman and Nicobar Islands,AN,2021-02-03,0,0,0,1706,45,0
Andaman and Nicobar Islands,AN,2021-02-04,0,0,0,1843,166,0
Andaman and Nicobar Islands,AN,2021-02-05,3,0,0,1500,223,0
Andaman and Nicobar Islands,AN,2021-02-06,3,0,0,1964,0,0
Andaman and Nicobar Islands,AN,2021-02-07,1,0,0,1475,236,0
Andaman and Nicobar Islands,AN,2021-02-08,4,0,0,1571,0,0
Andaman and Nicobar Islands,AN,2021-02-09,2,0,0,1696,16,0
Andaman and Nicobar Islands,AN,2021-02-10,0,0,0,2023,0,0
Andaman and Nicobar Islands,AN,2021-02-11,0,0,0,1471,41,0
Andaman and Nicobar Islands,AN,2021-02-12,0,2,0,1798,0,0
Andaman and Nicobar Islands,AN,2021-02-13,2,4,0,2114,192,0
Andaman and Nicobar Islands,AN,2021-02-14,0,0,0,1544,0,0
Andaman and Nicobar Islands,AN,2021-02-15,0,0,0,1273,201,182
Andaman and Nicobar Islands,AN,2021-02-16,4,5,0,1475,0,0
Andaman and Nicobar Islands,AN,2021-02-17,1,1,0,1737,198,0
Andaman and Nicobar Islands,AN,2021-02-18,0,0,0,1944,302,313
Andaman and Nicobar Islands,AN,2021-02-19,0,4,0,1957,106,400
Andaman and Nicobar Islands,AN,2021-02-20,0,1,0,1538,393,411
Andaman and Nicobar Islands,AN,2021-02-21,0,0,0,1560,0,0
Andaman and Nicobar Islands,AN,2021-02-22,1,0,0,1551,596,564
Andaman and Nicobar Islands,AN,2021-02-23,1,0,0,1395,123,148
Andaman and Nicobar Islands,AN,2021-02-24,0,1,0,1371,79,100
Andaman and Nicobar Islands,AN,2021-02-25,0,2,0,1279,390,267
Andaman and Nicobar Islands,AN,2021-02-26,1,0,0,1483,100,37
Andaman and Nicobar Islands,AN,2021-02-27,1,0,0,1357,0,0
Andaman and Nicobar Islands,AN,2021-02-28,2,0,0,1290,0,0
Andaman and Nicobar Islands,AN,2021-03-01,0,0,0,1300,447,134
Andaman and Nicobar Islands,AN,2021-03-02,0,0,0,1394,331,33
Andaman and Nicobar Islands,AN,2021-03-03,2,0,0,1817,0,0
Andaman and Nicobar Islands,AN,2021-03-04,2,1,0,1839,0,0
Andaman and Nicobar Islands,AN,2021-03-05,0,1,0,1622,1480,138
Andaman and Nicobar Islands,AN,2021-03-06,0,1,0,1966,585,138
Andaman and Nicobar Islands,AN,2021-03-07,0,0,0,1604,210,0
Andaman and Nicobar Islands,AN,2021-03-08,2,2,0,1914,703,133
Andaman and Nicobar Islands,AN,2021-03-09,2,1,0,1537,543,39
Andaman and Nicobar Islands,AN,2021-03-10,0,2,0,1595,316,11
Andaman and Nicobar Islands,AN,2021-03-11,0,0,0,1418,479,12
Andaman and Nicobar Islands,AN,2021-03-12,1,1,0,1692,501,85
Andaman and Nicobar Islands,AN,2021-03-13,1,3,0,2144,192,137
Andaman and Nicobar Islands,AN,2021-03-14,1,0,0,1501,0,0
Andaman and Nicobar Islands,AN,2021-03-15,0,2,0,2252,439,204
Andaman and Nicobar Islands,AN,2021-03-16,1,1,0,1733,272,76
Andaman and Nicobar Islands,AN,2021-03-17,3,0,0,1606,0,0
Andaman and Nicobar Islands,AN,2021-03-18,1,2,0,1615,470,407
Andaman and Nicobar Islands,AN,2021-03-19,2,0,0,1844,415,20
Andaman and Nicobar Islands,AN,2021-03-20,0,0,0,1674,268,358
Andaman and Nicobar Islands,AN,2021-03-21,1,0,0,1825,0,0
Andaman and Nicobar Islands,AN,2021-03-22,0,0,0,1387,376,482
Andaman and Nicobar Islands,AN,2021-03-23,0,3,0,1477,590,172
Andaman and Nicobar Islands,AN,2021-03-24,2,1,0,1557,183,67
Andaman and Nicobar Islands,AN,2021-03-25,1,1,0,1803,443,227
Andaman and Nicobar Islands,AN,2021-03-26,1,0,0,1763,262,57
Andaman and Nicobar Islands,AN,2021-03-27,1,1,0,1931,350,20
Andaman and Nicobar Islands,AN,2021-03-28,2,1,0,1509,0,0
Andaman and Nicobar Islands,AN,2021-03-29,6,0,0,1319,0,0
Andaman and Nicobar Islands,AN,2021-03-30,29,0,0,1245,491,236
Andaman and Nicobar Islands,AN,2021-03-31,2,0,0,1482,0,0
Andaman and Nicobar Islands,AN,2021-04-01,1,4,0,1592,728,58
Andaman and Nicobar Islands,AN,2021-04-02,0,1,0,1545,461,-468
Andaman and Nicobar Islands,AN,2021-04-03,14,6,0,1206,521,44
Andaman and Nicobar Islands,AN,2021-04-04,11,3,0,1619,643,1
Andaman and Nicobar Islands,AN,2021-04-05,7,11,0,1444,1094,47
Andaman and Nicobar Islands,AN,2021-04-06,7,9,0,1467,1582,51
Andaman and Nicobar Islands,AN,2021-04-07,8,10,0,1744,1410,9
Andaman and Nicobar Islands,AN,2021-04-08,18,7,0,1638,2477,53
Andaman and Nicobar Islands,AN,2021-04-09,12,1,0,1552,2302,116
Andaman and Nicobar Islands,AN,2021-04-10,14,10,0,2113,2179,51
Andaman and Nicobar Islands,AN,2021-04-11,15,2,0,2049,2182,42
Andaman and Nicobar Islands,AN,2021-04-12,11,10,0,1649,4513,101
Andaman and Nicobar Islands,AN,2021-04-13,8,4,0,2075,6497,119
Andaman and Nicobar Islands,AN,2021-04-14,38,24,1,1874,6588,109
Andaman and Nicobar Islands,AN,2021-04-15,15,4,0,2054,5162,138
Andaman and Nicobar Islands,AN,2021-04-16,27,28,0,2004,6592,244
Andaman and Nicobar Islands,AN,2021-04-17,42,36,1,2250,6129,245
Andaman and Nicobar Islands,AN,2021-04-18,59,54,0,2347,3817,311
Andaman and Nicobar Islands,AN,2021-04-19,31,12,0,1668,4365,484
Andaman and Nicobar Islands,AN,2021-04-20,45,31,0,1753,3267,574
Andaman and Nicobar Islands,AN,2021-04-21,24,33,0,1935,1912,234
Andaman and Nicobar Islands,AN,2021-04-22,37,33,1,1461,2476,429
Andaman and Nicobar Islands,AN,2021-04-23,42,49,0,1692,1824,365
Andaman and Nicobar Islands,AN,2021-04-24,45,52,1,999,1609,334
Andaman and Nicobar Islands,AN,2021-04-25,51,57,0,1462,1055,228
Andaman and Nicobar Islands,AN,2021-04-26,51,53,0,1679,1425,292
Andaman and Nicobar Islands,AN,2021-04-27,48,42,0,1948,1181,298
Andaman and Nicobar Islands,AN,2021-04-28,52,44,1,1006,923,259
Andaman and Nicobar Islands,AN,2021-04-29,59,37,0,1256,1023,205
Andaman and Nicobar Islands,AN,2021-04-30,74,58,0,1951,1076,300
Andaman and Nicobar Islands,AN,2021-05-01,97,72,1,1318,557,232
Andaman and Nicobar Islands,AN,2021-05-02,38,25,1,793,76,47
Andaman and Nicobar Islands,AN,2021-05-03,66,52,1,778,473,444
Andaman and Nicobar Islands,AN,2021-05-04,31,29,0,643,340,337
Andaman and Nicobar Islands,AN,2021-05-05,42,49,1,667,375,501
Andaman and Nicobar Islands,AN,2021-05-06,32,30,1,382,703,370
Andaman and Nicobar Islands,AN,2021-05-07,56,72,0,490,685,354
Andaman and Nicobar Islands,AN,2021-05-08,30,26,2,569,500,289
Andaman and Nicobar Islands,AN,2021-05-09,26,32,2,397,82,1
Andaman and Nicobar Islands,AN,2021-05-10,31,37,2,360,545,349
Andaman and Nicobar Islands,AN,2021-05-11,28,24,0,223,386,210
