state,state_short,date,delta_confirmed,delta_recovered,delta_deceased,delta_tested,delta_vaccinated_1,delta_vaccinated_2
Meghalaya,ML,2021-03-25,3,1,1,1188,2170,2023
Meghalaya,ML,2021-03-26,7,4,0,1334,1486,1031
Meghalaya,ML,2021-03-27,2,2,0,0,411,80
Meghalaya,ML,2021-03-28,1,1,0,2539,11,0
Meghalaya,ML,2021-03-29,2,2,0,0,914,242
Meghalaya,ML,2021-03-30,22,3,0,1016,1399,856
Meghalaya,ML,2021-03-31,9,5,0,1382,1049,590
Meghalaya,ML,2021-04-01,2,1,0,1290,3283,843
Meghalaya,ML,2021-04-02,15,1,0,2585,11104,3440
Meghalaya,ML,2021-04-03,24,0,0,770,1072,301
Meghalaya,ML,2021-04-04,16,2,0,1668,217,68
Meghalaya,ML,2021-04-05,4,7,0,1108,439,-655
Meghalaya,ML,2021-04-06,9,4,0,1352,3574,1074
Meghalaya,ML,2021-04-07,5,1,0,1765,2764,891
Meghalaya,ML,2021-04-08,25,1,1,1781,4149,1197
Meghalaya,ML,2021-04-09,42,6,0,2569,2963,927
Meghalaya,ML,2021-04-10,39,4,0,2310,1914,285
Meghalaya,ML,2021-04-11,28,40,0,1886,973,146
Meghalaya,ML,2021-04-12,26,23,0,1083,3530,651
Meghalaya,ML,2021-04-13,87,10,0,2202,5061,1168
Meghalaya,ML,2021-04-14,98,5,0,2711,3780,858
Meghalaya,ML,2021-04-15,97,3,0,1707,4297,1481
Meghalaya,ML,2021-04-16,121,12,1,2447,3371,911
Meghalaya,ML,2021-04-17,95,11,0,1882,1429,493
Meghalaya,ML,2021-04-18,71,41,1,1865,86,17
Meghalaya,ML,2021-04-19,110,33,1,1346,3543,1592
Meghalaya,ML,2021-04-20,137,34,0,1927,4546,1373
Meghalaya,ML,2021-04-21,192,25,3,2924,3651,956
Meghalaya,ML,2021-04-22,180,68,0,1981,7591,1946
Meghalaya,ML,2021-04-23,143,38,0,2183,7148,1447
Meghalaya,ML,2021-04-24,155,148,1,2072,5575,576
Meghalaya,ML,2021-04-25,208,62,2,1435,613,37
Meghalaya,ML,2021-04-26,130,114,1,2408,13543,1799
Meghalaya,ML,2021-04-27,147,90,4,2144,15607,1474
Meghalaya,ML,2021-04-28,159,138,2,2498,14941,1462
Meghalaya,ML,2021-04-29,187,129,2,2553,14344,1758
Meghalaya,ML,2021-04-30,229,166,2,2547,14072,1554
Meghalaya,ML,2021-05-01,262,192,3,3293,6552,689
Meghalaya,ML,2021-05-02,321,154,5,2782,501,-59
Meghalaya,ML,2021-05-03,246,177,6,2041,7331,1330
Meghalaya,ML,2021-05-04,339,204,0,2302,6132,1191
Meghalaya,ML,2021-05-05,269,147,6,2692,5108,1212
Meghalaya,ML,2021-05-06,347,129,2,2996,7058,1603
Meghalaya,ML,2021-05-07,297,176,6,3102,7075,1293
Meghalaya,ML,2021-05-08,375,152,11,2955,3772,695
Meghalaya,ML,2021-05-09,418,179,18,2325,60,16
Meghalaya,ML,2021-05-10,409,241,5,1785,8944,1730
Meghalaya,ML,2021-05-11,450,206,9,2834,10003,1748
Meghalaya,ML,2021-05-12,406,314,8,4681,8959,861
Meghalaya,ML,2021-05-13,591,228,18,3369,9266,1043
Meghalaya,ML,2021-05-14,627,327,12,2739,8007,566
Meghalaya,ML,2021-05-15,560,215,21,3221,4997,181
Meghalaya,ML,2021-05-16,569,354,19,3887,3111,7
Meghalaya,ML,2021-05-17,634,237,16,2328,6660,31
Meghalaya,ML,2021-05-18,906,470,19,4160,4980,13
Meghalaya,ML,2021-05-19,872,411,24,4249,3728,16
Meghalaya,ML,2021-05-20,1183,465,10,3976,6852,17
Meghalaya,ML,2021-05-21,828,419,25,4668,5717,22
Meghalaya,ML,2021-05-22,1123,509,21,4801,4615,3
Meghalaya,ML,2021-05-23,803,553,22,4149,1259,0
Meghalaya,ML,2021-05-24,811,679,26,2633,5019,26
Meghalaya,ML,2021-05-25,957,755,19,5413,5619,27
Meghalaya,ML,2021-05-26,846,752,10,7373,3387,4
Meghalaya,ML,2021-05-27,809,597,12,0,5323,27
Meghalaya,ML,2021-05-28,731,941,20,10337,4762,48
Meghalaya,ML,2021-05-29,613,890,7,5305,3743,40
Meghalaya,ML,2021-05-30,742,974,13,4846,547,3
Meghalaya,ML,2021-05-31,408,977,14,2189,1485,16
Meghalaya,ML,2021-06-01,467,760,14,3166,2165,30
Meghalaya,ML,2021-06-02,532,711,24,5016,1635,29
Meghalaya,ML,2021-06-03,552,594,9,4208,2278,34
Meghalaya,ML,2021-06-04,584,808,18,4073,2725,22
Meghalaya,ML,2021-06-05,497,801,9,4037,2109,6
Meghalaya,ML,2021-06-06,488,690,12,3556,8,0
Meghalaya,ML,2021-06-07,438,689,5,1831,1477,41
Meghalaya,ML,2021-06-08,379,773,9,3740,997,28
Meghalaya,ML,2021-06-09,448,507,16,4761,853,69
Meghalaya,ML,2021-06-10,603,427,10,5092,2342,48
Meghalaya,ML,2021-06-11,514,526,10,5063,9711,14
Meghalaya,ML,2021-06-12,501,610,13,4599,9303,26
Meghalaya,ML,2021-06-13,305,547,6,4017,1497,9
Meghalaya,ML,2021-06-14,403,487,10,1907,13618,30
Meghalaya,ML,2021-06-15,450,542,7,3757,13857,50
Meghalaya,ML,2021-06-16,495,453,8,5049,14006,50
Meghalaya,ML,2021-06-17,478,329,4,4771,18090,99
Meghalaya,ML,2021-06-18,650,431,9,6127,15071,65
Meghalaya,ML,2021-06-19,514,585,5,4495,11725,71
Meghalaya,ML,2021-06-20,390,542,4,3931,1050,4
Meghalaya,ML,2021-06-21,269,655,5,2161,13050,158
Meghalaya,ML,2021-06-22,421,341,3,4181,12751,169
Meghalaya,ML,2021-06-23,482,434,9,4410,12478,157
Meghalaya,ML,2021-06-24,420,298,10,4443,11645,409
Meghalaya,ML,2021-06-25,602,354,7,4550,13171,253
Meghalaya,ML,2021-06-26,505,499,3,4175,8080,295
Meghalaya,ML,2021-06-27,462,570,2,3424,739,16
Meghalaya,ML,2021-06-28,336,508,8,2213,13494,940
Meghalaya,ML,2021-06-29,378,489,4,4753,10753,1166
Meghalaya,ML,2021-06-30,352,392,7,5591,7710,853
Meghalaya,ML,2021-07-01,577,250,6,3689,11604,1463
Meghalaya,ML,2021-07-02,485,365,5,3981,10409,1710
Meghalaya,ML,2021-07-03,460,522,6,4396,8179,844
Meghalaya,ML,2021-07-04,489,632,7,3721,540,381
Meghalaya,ML,2021-07-05,377,448,9,2363,11108,2031
Meghalaya,ML,2021-07-06,457,497,9,4161,13324,2858
Meghalaya,ML,2021-07-07,354,424,6,4029,9503,2133
Meghalaya,ML,2021-07-08,532,366,4,4682,11878,2923
Meghalaya,ML,2021-07-09,426,417,9,5123,9743,2208
Meghalaya,ML,2021-07-10,485,506,7,5559,6464,1473
Meghalaya,ML,2021-07-11,425,421,2,5194,458,113
Meghalaya,ML,2021-07-12,273,523,5,2633,10898,2871
Meghalaya,ML,2021-07-13,365,506,5,5636,13451,3425
Meghalaya,ML,2021-07-14,422,458,3,4530,9286,3069
Meghalaya,ML,2021-07-15,412,338,5,5540,12344,4564
Meghalaya,ML,2021-07-16,441,264,5,4996,11002,5098
Meghalaya,ML,2021-07-17,507,585,8,4650,7552,3103
Meghalaya,ML,2021-07-18,388,483,6,4431,248,137
Meghalaya,ML,2021-07-19,387,323,10,3284,10558,6865
Meghalaya,ML,2021-07-20,500,476,13,5150,11143,7524
Meghalaya,ML,2021-07-21,558,375,6,5121,7768,6670
Meghalaya,ML,2021-07-22,513,307,14,4590,10768,8772
Meghalaya,ML,2021-07-23,558,411,21,5551,10473,9140
Meghalaya,ML,2021-07-24,693,519,5,5830,7641,5398
Meghalaya,ML,2021-07-25,597,288,10,5449,211,133
Meghalaya,ML,2021-07-26,569,485,7,3784,10207,7147
Meghalaya,ML,2021-07-27,710,453,9,6244,9852,6617
Meghalaya,ML,2021-07-28,541,409,8,5265,7850,5383
Meghalaya,ML,2021-07-29,731,423,14,5634,9521,5935
Meghalaya,ML,2021-07-30,569,517,11,5536,7449,5624
Meghalaya,ML,2021-07-31,686,499,12,5623,9665,3346
Meghalaya,ML,2021-08-01,589,501,11,5624,165,5
Meghalaya,ML,2021-08-02,350,537,13,3433,7670,4446
Meghalaya,ML,2021-08-03,556,816,9,6187,7462,4397
Meghalaya,ML,2021-08-04,521,572,7,5657,5957,4359
Meghalaya,ML,2021-08-05,576,510,8,6303,8049,5208
Meghalaya,ML,2021-08-06,515,560,14,5086,7207,4936
Meghalaya,ML,2021-08-07,524,709,7,6026,5211,4567
Meghalaya,ML,2021-08-08,540,817,9,4396,201,304
Meghalaya,ML,2021-08-09,187,479,11,1763,6220,5491
Meghalaya,ML,2021-08-10,411,707,11,5872,7616,6430
Meghalaya,ML,2021-08-11,463,384,10,4981,5421,4657
Meghalaya,ML,2021-08-12,429,381,5,5001,7280,4878
Meghalaya,ML,2021-08-13,384,397,13,4923,5352,5091
Meghalaya,ML,2021-08-14,343,918,7,4267,4230,4158
Meghalaya,ML,2021-08-15,420,278,7,3756,174,60
Meghalaya,ML,2021-08-16,352,649,8,1291,4671,2855
Meghalaya,ML,2021-08-17,252,417,5,2859,5148,3007
Meghalaya,ML,2021-08-18,244,418,12,3905,4072,3285
Meghalaya,ML,2021-08-19,329,308,5,3596,6846,6408
Meghalaya,ML,2021-08-20,232,276,4,3436,5377,5486
Meghalaya,ML,2021-08-21,231,460,8,3684,3628,4022
Meghalaya,ML,2021-08-22,317,382,9,2929,292,107
Meghalaya,ML,2021-08-23,305,434,3,1638,4603,4488
Meghalaya,ML,2021-08-24,162,268,4,3865,4091,3611
Meghalaya,ML,2021-08-25,354,352,7,3868,3592,3262
Meghalaya,ML,2021-08-26,231,362,2,4228,3187,3470
Meghalaya,ML,2021-08-27,262,279,2,3063,3378,3411
Meghalaya,ML,2021-08-28,257,207,3,4075,0,0
Meghalaya,ML,2021-08-29,265,332,7,3222,2407,2978
Meghalaya,ML,2021-08-30,134,260,1,2008,2827,3260
Meghalaya,ML,2021-08-31,101,280,4,3743,2418,2178
Meghalaya,ML,2021-09-01,264,323,4,3950,2057,1885
Meghalaya,ML,2021-09-02,211,192,7,3518,2419,2224
Meghalaya,ML,2021-09-03,193,172,1,3662,2283,3453
Meghalaya,ML,2021-09-04,263,350,2,3825,1599,3979
Meghalaya,ML,2021-09-05,254,222,4,3348,41,160
Meghalaya,ML,2021-09-06,123,253,0,2204,2438,5442
Meghalaya,ML,2021-09-07,136,307,4,4520,2365,5179
Meghalaya,ML,2021-09-08,191,228,4,4256,1927,5634
Meghalaya,ML,2021-09-09,218,134,2,3885,2118,6818
Meghalaya,ML,2021-09-10,188,144,7,4211,2547,7741
Meghalaya,ML,2021-09-11,138,226,6,3774,1256,6845
Meghalaya,ML,2021-09-12,118,214,4,3068,47,396
Meghalaya,ML,2021-09-13,226,177,3,2238,1781,8620
Meghalaya,ML,2021-09-14,127,295,2,4181,2272,7238
Meghalaya,ML,2021-09-15,243,262,6,3955,1886,6839
Meghalaya,ML,2021-09-16,229,86,3,4039,2040,7516
Meghalaya,ML,2021-09-17,248,99,1,3922,1669,6448
Meghalaya,ML,2021-09-18,119,192,3,3390,1042,6258
Meghalaya,ML,2021-09-19,168,148,5,3049,221,302
Meghalaya,ML,2021-09-20,174,168,1,1990,1666,9013
Meghalaya,ML,2021-09-21,150,167,1,4099,1613,6713
Meghalaya,ML,2021-09-22,166,172,4,3583,1377,6975
Meghalaya,ML,2021-09-23,263,162,1,3943,1650,7041
Meghalaya,ML,2021-09-24,184,159,3,3780,1382,7047
Meghalaya,ML,2021-09-25,208,251,2,3676,860,5254
Meghalaya,ML,2021-09-26,151,218,1,3041,117,244
Meghalaya,ML,2021-09-27,108,230,3,1986,1588,8011
Meghalaya,ML,2021-09-28,95,152,2,3339,1351,6950
Meghalaya,ML,2021-09-29,169,166,3,3158,1268,6203
Meghalaya,ML,2021-09-30,129,199,4,3651,1148,6030
Meghalaya,ML,2021-10-01,155,108,0,3919,1212,6337
Meghalaya,ML,2021-10-02,130,238,1,2788,491,2829
Meghalaya,ML,2021-10-03,172,180,2,2842,41,240
Meghalaya,ML,2021-10-04,112,164,1,1601,1391,7918
Meghalaya,ML,2021-10-05,96,216,1,3732,1294,7909
Meghalaya,ML,2021-10-06,113,173,3,3514,1215,6056
Meghalaya,ML,2021-10-07,94,122,1,3725,1431,7124
Meghalaya,ML,2021-10-08,121,74,2,2844,1395,6534
Meghalaya,ML,2021-10-09,81,182,2,3082,1074,5717
Meghalaya,ML,2021-10-10,59,126,4,2567,39,338
Meghalaya,ML,2021-10-11,64,162,2,1409,1241,6971
Meghalaya,ML,2021-10-12,93,122,2,3131,1424,7174
Meghalaya,ML,2021-10-13,67,162,3,2682,1142,5128
Meghalaya,ML,2021-10-14,87,115,3,2730,1441,5961
Meghalaya,ML,2021-10-15,81,79,1,2799,962,4991
Meghalaya,ML,2021-10-16,83,97,2,1985,658,3634
Meghalaya,ML,2021-10-17,55,86,1,55,11,52
Meghalaya,ML,2021-10-18,61,126,3,3486,1279,8151
Meghalaya,ML,2021-10-19,65,101,1,3171,1350,7391
Meghalaya,ML,2021-10-20,79,58,0,2822,1102,6246
Meghalaya,ML,2021-10-21,52,76,2,2185,1358,7711
Meghalaya,ML,2021-10-22,59,94,2,2134,1365,8115
Meghalaya,ML,2021-10-23,53,56,0,2178,815,5520
Meghalaya,ML,2021-10-24,49,102,3,1941,51,133
Meghalaya,ML,2021-10-25,13,65,0,1013,1177,7561
Meghalaya,ML,2021-10-26,31,89,0,2805,1238,7816
Meghalaya,ML,2021-10-27,51,71,2,2141,1433,7145
Meghalaya,ML,2021-10-28,61,51,1,2217,1511,7949
Meghalaya,ML,2021-10-29,32,66,0,2032,1390,6849
Meghalaya,ML,2021-10-30,46,67,0,2177,1084,4404
Meghalaya,ML,2021-10-31,22,51,1,1559,38,203
Manipur,MN,2020-03-24,1,0,0,0,0,0
Manipur,MN,2020-04-02,1,0,0,0,0,0
Manipur,MN,2020-04-06,0,1,0,0,0,0
Manipur,MN,2020-04-14,0,0,0,276,0,0
Manipur,MN,2020-04-17,0,0,0,35,0,0
Manipur,MN,2020-04-20,0,1,0,0,0,0
Manipur,MN,2020-04-24,0,0,0,91,0,0
Manipur,MN,2020-04-25,0,0,0,14,0,0
Manipur,MN,2020-04-30,0,0,0,43,0,0
Manipur,MN,2020-05-01,0,0,0,2,0,0
Manipur,MN,2020-05-02,0,0,0,7,0,0
Manipur,MN,2020-05-04,0,0,0,103,0,0
Manipur,MN,2020-05-07,0,0,0,113,0,0
Manipur,MN,2020-05-08,0,0,0,72,0,0
Manipur,MN,2020-05-09,0,0,0,109,0,0
Manipur,MN,2020-05-10,0,0,0,231,0,0
Manipur,MN,2020-05-11,0,0,0,241,0,0
Manipur,MN,2020-05-13,0,0,0,369,0,0
Manipur,MN,2020-05-14,1,0,0,0,0,0
Manipur,MN,2020-05-15,0,0,0,93,0,0
Manipur,MN,2020-05-16,4,0,0,101,0,0
Manipur,MN,2020-05-18,0,0,0,583,0,0
Manipur,MN,2020-05-19,2,0,0,0,0,0
Manipur,MN,2020-05-20,16,0,0,604,0,0
Manipur,MN,2020-05-22,1,0,0,634,0,0
Manipur,MN,2020-05-23,3,0,0,373,0,0
Manipur,MN,2020-05-24,3,2,0,0,0,0
Manipur,MN,2020-05-25,4,0,0,947,0,0
Manipur,MN,2020-05-26,3,0,0,1192,0,0
Manipur,MN,2020-05-27,5,0,0,603,0,0
Manipur,MN,2020-05-28,11,0,0,922,0,0
Manipur,MN,2020-05-29,4,2,0,838,0,0
Manipur,MN,2020-05-30,1,0,0,0,0,0
Manipur,MN,2020-05-31,11,5,0,0,0,0
Manipur,MN,2020-06-01,12,0,0,0,0,0
Manipur,MN,2020-06-02,6,3,0,0,0,0
Manipur,MN,2020-06-03,19,24,0,3858,0,0
Manipur,MN,2020-06-04,16,0,0,0,0,0
Manipur,MN,2020-06-05,8,0,0,2175,0,0
Manipur,MN,2020-06-06,25,14,0,0,0,0
Manipur,MN,2020-06-07,15,0,0,2399,0,0
Manipur,MN,2020-06-08,100,6,0,0,0,0
Manipur,MN,2020-06-09,32,6,0,1584,0,0
Manipur,MN,2020-06-10,7,0,0,1144,0,0
Manipur,MN,2020-06-11,55,9,0,772,0,0
Manipur,MN,2020-06-12,19,0,0,0,0,0
Manipur,MN,2020-06-13,64,0,0,3518,0,0
Manipur,MN,2020-06-14,9,18,0,1180,0,0
Manipur,MN,2020-06-15,32,60,0,1232,0,0
Manipur,MN,2020-06-16,10,8,0,0,0,0
Manipur,MN,2020-06-17,52,33,0,3407,0,0
Manipur,MN,2020-06-18,54,7,0,611,0,0
Manipur,MN,2020-06-19,75,19,0,1617,0,0
Manipur,MN,2020-06-20,96,14,0,0,0,0
Manipur,MN,2020-06-21,64,18,0,3850,0,0
Manipur,MN,2020-06-22,57,0,0,2343,0,0
Manipur,MN,2020-06-23,23,8,0,2543,0,0
Manipur,MN,2020-06-24,49,70,0,2648,0,0
Manipur,MN,2020-06-25,86,26,0,1776,0,0
Manipur,MN,2020-06-26,19,39,0,0,0,0
Manipur,MN,2020-06-27,17,39,0,2967,0,0
Manipur,MN,2020-06-28,93,23,0,0,0,0
Manipur,MN,2020-06-29,42,39,0,1662,0,0
Manipur,MN,2020-06-30,7,59,0,0,0,0
Manipur,MN,2020-07-01,26,26,0,0,0,0
Manipur,MN,2020-07-02,19,37,0,3148,0,0
Manipur,MN,2020-07-03,37,23,0,578,0,0
Manipur,MN,2020-07-04,9,28,0,875,0,0
Manipur,MN,2020-07-05,41,22,0,0,0,0
Manipur,MN,2020-07-06,24,45,0,2101,0,0
Manipur,MN,2020-07-07,40,37,0,1185,0,0
Manipur,MN,2020-07-08,5,22,0,0,0,0
Manipur,MN,2020-07-09,15,6,0,1971,0,0
Manipur,MN,2020-07-10,132,33,0,1147,0,0
Manipur,MN,2020-07-11,11,11,0,1010,0,0
Manipur,MN,2020-07-12,16,53,0,1637,0,0
Manipur,MN,2020-07-13,17,74,0,0,0,0
Manipur,MN,2020-07-14,46,50,0,0,0,0
Manipur,MN,2020-07-15,28,60,0,2332,0,0
Manipur,MN,2020-07-16,64,49,0,0,0,0
Manipur,MN,2020-07-17,36,34,0,2688,0,0
Manipur,MN,2020-07-18,91,19,0,1641,0,0
Manipur,MN,2020-07-19,20,53,0,821,0,0
Manipur,MN,2020-07-20,14,85,0,687,0,0
Manipur,MN,2020-07-21,90,64,0,1350,0,0
Manipur,MN,2020-07-22,45,34,0,813,0,0
Manipur,MN,2020-07-23,55,42,0,748,0,0
Manipur,MN,2020-07-24,31,31,0,1318,0,0
Manipur,MN,2020-07-25,30,29,0,1060,0,0
Manipur,MN,2020-07-26,59,1,0,1376,0,0
Manipur,MN,2020-07-27,51,38,0,1687,0,0
Manipur,MN,2020-07-28,31,56,0,548,0,0
Manipur,MN,2020-07-29,141,38,1,2508,0,0
Manipur,MN,2020-07-30,47,19,3,0,0,0
Manipur,MN,2020-07-31,116,17,1,2330,0,0
Manipur,MN,2020-08-01,135,10,1,0,0,0
Manipur,MN,2020-08-02,75,38,1,0,0,0
Manipur,MN,2020-08-03,91,29,0,3962,0,0
Manipur,MN,2020-08-04,98,48,0,1498,0,0
Manipur,MN,2020-08-05,75,48,0,1716,0,0
Manipur,MN,2020-08-06,124,43,1,2191,0,0
Manipur,MN,2020-08-07,249,21,2,2029,0,0
Manipur,MN,2020-08-08,169,1,1,1982,0,0
Manipur,MN,2020-08-09,118,117,0,2411,0,0
Manipur,MN,2020-08-10,100,78,0,2038,0,0
Manipur,MN,2020-08-11,88,33,1,995,0,0
Manipur,MN,2020-08-12,41,76,0,0,0,0
Manipur,MN,2020-08-13,130,64,1,3206,0,0
Manipur,MN,2020-08-14,86,65,0,2557,0,0
Manipur,MN,2020-08-15,192,78,0,2754,0,0
Manipur,MN,2020-08-16,179,194,3,2261,0,0
Manipur,MN,2020-08-17,118,102,1,0,0,0
Manipur,MN,2020-08-18,78,55,1,2258,0,0
Manipur,MN,2020-08-19,111,96,0,2836,0,0
Manipur,MN,2020-08-20,49,117,0,2643,0,0
Manipur,MN,2020-08-21,124,259,2,2452,0,0
Manipur,MN,2020-08-22,83,194,2,3238,0,0
Manipur,MN,2020-08-23,114,161,0,3241,0,0
Manipur,MN,2020-08-24,116,97,0,3690,0,0
Manipur,MN,2020-08-25,82,99,2,1985,0,0
Manipur,MN,2020-08-26,141,17,1,3226,0,0
Manipur,MN,2020-08-27,140,128,0,2203,0,0
Manipur,MN,2020-08-28,118,100,2,3327,0,0
Manipur,MN,2020-08-29,117,129,1,3015,0,0
Manipur,MN,2020-08-30,152,53,0,3074,0,0
Manipur,MN,2020-08-31,140,91,0,2987,0,0
Manipur,MN,2020-09-01,130,120,1,2882,0,0
Manipur,MN,2020-09-02,125,157,0,2773,0,0
Manipur,MN,2020-09-03,102,167,3,0,0,0
Manipur,MN,2020-09-04,90,125,3,0,0,0
Manipur,MN,2020-09-05,184,76,1,8222,0,0
Manipur,MN,2020-09-06,139,189,2,3557,0,0
Manipur,MN,2020-09-07,84,194,0,2081,0,0
Manipur,MN,2020-09-08,96,126,1,2271,0,0
Manipur,MN,2020-09-09,160,64,1,0,0,0
Manipur,MN,2020-09-10,108,245,4,6081,0,0
Manipur,MN,2020-09-11,109,209,0,2842,0,0
Manipur,MN,2020-09-12,152,100,1,2601,0,0
Manipur,MN,2020-09-13,144,89,1,2388,0,0
Manipur,MN,2020-09-14,96,149,0,2134,0,0
Manipur,MN,2020-09-15,239,78,1,2962,0,0
Manipur,MN,2020-09-16,110,103,1,2827,0,0
Manipur,MN,2020-09-17,110,18,3,2833,0,0
Manipur,MN,2020-09-18,177,90,1,3201,0,0
Manipur,MN,2020-09-19,117,94,3,2115,0,0
Manipur,MN,2020-09-20,170,44,2,2877,0,0
Manipur,MN,2020-09-21,116,71,2,2312,0,0
Manipur,MN,2020-09-22,270,49,1,3439,0,0
Manipur,MN,2020-09-23,96,221,2,2266,0,0
Manipur,MN,2020-09-24,161,261,0,3610,0,0
Manipur,MN,2020-09-25,254,233,1,3676,0,0
Manipur,MN,2020-09-26,260,79,1,3380,0,0
Manipur,MN,2020-09-27,248,195,0,2759,0,0
Manipur,MN,2020-09-28,178,106,0,2761,0,0
Manipur,MN,2020-09-29,269,57,1,4450,0,0
Manipur,MN,2020-09-30,237,421,2,3132,0,0
Manipur,MN,2020-10-01,128,181,1,2222,0,0
Manipur,MN,2020-10-02,286,351,1,2899,0,0
Manipur,MN,2020-10-03,252,89,2,3320,0,0
Manipur,MN,2020-10-04,206,124,3,2348,0,0
Manipur,MN,2020-10-05,250,129,1,1772,0,0
Manipur,MN,2020-10-06,135,148,3,2381,0,0
Manipur,MN,2020-10-07,249,122,2,3145,0,0
Manipur,MN,2020-10-08,190,115,3,12206,0,0
Manipur,MN,2020-10-09,131,147,3,11674,0,0
Manipur,MN,2020-10-10,282,440,2,5293,0,0
Manipur,MN,2020-10-11,234,198,3,3355,0,0
Manipur,MN,2020-10-12,230,203,2,12224,0,0
Manipur,MN,2020-10-13,237,122,4,2376,0,0
Manipur,MN,2020-10-14,301,86,6,0,0,0
Manipur,MN,2020-10-15,284,166,1,4406,0,0
Manipur,MN,2020-10-16,337,164,5,2332,0,0
Manipur,MN,2020-10-17,426,198,2,4435,0,0
Manipur,MN,2020-10-18,322,298,5,2762,0,0
Manipur,MN,2020-10-19,315,172,1,2054,0,0
Manipur,MN,2020-10-20,284,146,4,2930,0,0
Manipur,MN,2020-10-21,214,138,3,2136,0,0
Manipur,MN,2020-10-22,345,196,3,0,0,0
Manipur,MN,2020-10-23,156,169,5,5800,0,0
Manipur,MN,2020-10-24,245,157,6,2277,0,0
Manipur,MN,2020-10-25,138,138,1,1825,0,0
Manipur,MN,2020-10-26,264,200,5,0,0,0
Manipur,MN,2020-10-27,180,151,6,4671,0,0
Manipur,MN,2020-10-28,205,212,6,0,0,0
Manipur,MN,2020-10-29,242,163,4,4535,0,0
Manipur,MN,2020-10-30,221,222,4,0,0,0
Manipur,MN,2020-10-31,230,1057,4,4927,0,0
Manipur,MN,2020-11-01,248,203,3,2257,0,0
Manipur,MN,2020-11-02,341,278,9,2794,0,0
Manipur,MN,2020-11-03,150,117,4,1883,0,0
Manipur,MN,2020-11-04,262,158,3,2437,0,0
Manipur,MN,2020-11-05,222,132,2,0,0,0
Manipur,MN,2020-11-06,166,342,2,4888,0,0
Manipur,MN,2020-11-07,240,622,3,1875,0,0
Manipur,MN,2020-11-08,245,358,3,2728,0,0
Manipur,MN,2020-11-09,182,187,1,2117,0,0
Manipur,MN,2020-11-10,219,275,2,0,0,0
Manipur,MN,2020-11-11,180,164,2,4872,0,0
Manipur,MN,2020-11-12,254,191,5,2467,0,0
Manipur,MN,2020-11-13,214,255,6,2158,0,0
Manipur,MN,2020-11-14,211,190,5,1806,0,0
Manipur,MN,2020-11-15,235,259,3,0,0,0
Manipur,MN,2020-11-16,178,239,3,4353,0,0
Manipur,MN,2020-11-17,159,233,1,1964,0,0
Manipur,MN,2020-11-18,110,194,6,1359,0,0
Manipur,MN,2020-11-19,230,172,0,1896,0,0
Manipur,MN,2020-11-20,200,189,1,0,0,0
Manipur,MN,2020-11-21,270,193,1,4047,0,0
Manipur,MN,2020-11-22,382,205,3,2557,0,0
Manipur,MN,2020-11-23,250,356,2,0,0,0
Manipur,MN,2020-11-24,290,151,2,5684,0,0
Manipur,MN,2020-11-25,193,115,5,0,0,0
Manipur,MN,2020-11-26,159,158,4,0,0,0
Manipur,MN,2020-11-27,222,208,7,7145,0,0
Manipur,MN,2020-11-28,235,197,7,2651,0,0
Manipur,MN,2020-11-29,161,198,10,2407,0,0
Manipur,MN,2020-11-30,135,165,8,2044,0,0
Manipur,MN,2020-12-01,198,152,8,2693,0,0
Manipur,MN,2020-12-02,147,219,2,3084,0,0
Manipur,MN,2020-12-03,146,235,3,2080,0,0
Manipur,MN,2020-12-04,155,273,1,2040,0,0
Manipur,MN,2020-12-05,166,210,4,2059,0,0
Manipur,MN,2020-12-06,216,193,7,2454,0,0
Manipur,MN,2020-12-07,152,149,3,2423,0,0
Manipur,MN,2020-12-08,171,169,2,2669,0,0
Manipur,MN,2020-12-09,138,135,7,0,0,0
Manipur,MN,2020-12-10,151,96,0,5661,0,0
Manipur,MN,2020-12-11,174,144,2,2189,0,0
Manipur,MN,2020-12-12,177,116,2,2163,0,0
Manipur,MN,2020-12-13,119,102,0,2671,0,0
Manipur,MN,2020-12-14,54,980,2,1620,0,0
Manipur,MN,2020-12-15,83,141,3,2380,0,0
Manipur,MN,2020-12-16,81,227,2,0,0,0
Manipur,MN,2020-12-17,81,143,3,4137,0,0
Manipur,MN,2020-12-18,86,121,2,0,0,0
Manipur,MN,2020-12-19,58,141,2,0,0,0
Manipur,MN,2020-12-20,48,134,1,0,0,0
Manipur,MN,2020-12-21,38,133,0,0,0,0
Manipur,MN,2020-12-22,39,149,0,7370,0,0
Manipur,MN,2020-12-23,104,102,1,1255,0,0
Manipur,MN,2020-12-24,49,143,3,1179,0,0
Manipur,MN,2020-12-25,67,74,3,877,0,0
Manipur,MN,2020-12-26,33,84,0,1266,0,0
Manipur,MN,2020-12-27,53,73,4,1048,0,0
Manipur,MN,2020-12-28,31,74,0,864,0,0
Manipur,MN,2020-12-29,36,43,5,0,0,0
Manipur,MN,2020-12-30,41,80,1,0,0,0
Manipur,MN,2020-12-31,51,77,1,0,0,0
Manipur,MN,2021-01-01,18,64,1,0,0,0
Manipur,MN,2021-01-02,37,40,1,0,0,0
Manipur,MN,2021-01-03,38,33,1,0,0,0
Manipur,MN,2021-01-04,51,47,3,0,0,0
Manipur,MN,2021-01-05,86,751,2,8429,0,0
