state,state_short,date,total_confirmed,total_recovered,total_deceased,total_tested,total_vaccinated_1,total_vaccinated_2
Andaman and Nicobar Islands,AN,2020-03-26,1,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-27,6,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-28,9,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-29,9,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-30,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-03-31,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-01,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-02,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-03,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-04,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-05,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-06,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-07,10,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-08,11,0,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-09,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-10,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-11,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-12,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-13,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-14,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-15,11,10,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-16,11,11,0,0,0,0
Andaman and Nicobar Islands,AN,2020-04-17,12,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-18,14,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-19,15,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-20,16,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-21,17,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-22,18,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-23,22,11,0,1403,0,0
Andaman and Nicobar Islands,AN,2020-04-24,29,11,0,2679,0,0
Andaman and Nicobar Islands,AN,2020-04-25,33,11,0,2679,0,0
Andaman and Nicobar Islands,AN,2020-04-26,33,11,0,2679,0,0
Andaman and Nicobar Islands,AN,2020-04-27,33,11,0,2848,0,0
Andaman and Nicobar Islands,AN,2020-04-28,33,15,0,2848,0,0
Andaman and Nicobar Islands,AN,2020-04-29,33,15,0,2848,0,0
Andaman and Nicobar Islands,AN,2020-04-30,33,16,0,2848,0,0
Andaman and Nicobar Islands,AN,2020-05-01,33,16,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-02,33,26,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-03,33,32,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-04,33,32,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-05,33,32,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-06,33,32,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-07,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-08,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-09,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-10,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-11,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-12,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-13,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-14,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-15,33,33,0,3754,0,0
Andaman and Nicobar Islands,AN,2020-05-16,33,33,0,6677,0,0
Andaman and Nicobar Islands,AN,2020-05-17,33,33,0,6677,0,0
Andaman and Nicobar Islands,AN,2020-05-18,33,33,0,6677,0,0
Andaman and Nicobar Islands,AN,2020-05-19,33,33,0,6965,0,0
Andaman and Nicobar Islands,AN,2020-05-20,33,33,0,7082,0,0
Andaman and Nicobar Islands,AN,2020-05-21,33,33,0,7167,0,0
Andaman and Nicobar Islands,AN,2020-05-22,33,33,0,7263,0,0
Andaman and Nicobar Islands,AN,2020-05-23,33,33,0,7327,0,0
Andaman and Nicobar Islands,AN,2020-05-24,33,33,0,7327,0,0
Andaman and Nicobar Islands,AN,2020-05-25,33,33,0,7363,0,0
Andaman and Nicobar Islands,AN,2020-05-26,33,33,0,7448,0,0
Andaman and Nicobar Islands,AN,2020-05-27,33,33,0,7499,0,0
Andaman and Nicobar Islands,AN,2020-05-28,33,33,0,7519,0,0
Andaman and Nicobar Islands,AN,2020-05-29,33,33,0,7567,0,0
Andaman and Nicobar Islands,AN,2020-05-30,33,33,0,7567,0,0
Andaman and Nicobar Islands,AN,2020-05-31,33,33,0,7706,0,0
Andaman and Nicobar Islands,AN,2020-06-01,33,33,0,7805,0,0
Andaman and Nicobar Islands,AN,2020-06-02,33,33,0,8086,0,0
Andaman and Nicobar Islands,AN,2020-06-03,33,33,0,8295,0,0
Andaman and Nicobar Islands,AN,2020-06-04,33,33,0,8413,0,0
Andaman and Nicobar Islands,AN,2020-06-05,33,33,0,8694,0,0
Andaman and Nicobar Islands,AN,2020-06-06,33,33,0,9037,0,0
Andaman and Nicobar Islands,AN,2020-06-07,33,33,0,9242,0,0
Andaman and Nicobar Islands,AN,2020-06-08,33,33,0,9341,0,0
Andaman and Nicobar Islands,AN,2020-06-09,34,33,0,9859,0,0
Andaman and Nicobar Islands,AN,2020-06-10,35,33,0,10010,0,0
Andaman and Nicobar Islands,AN,2020-06-11,38,33,0,10226,0,0
Andaman and Nicobar Islands,AN,2020-06-12,38,33,0,10697,0,0
Andaman and Nicobar Islands,AN,2020-06-13,38,33,0,10955,0,0
Andaman and Nicobar Islands,AN,2020-06-14,40,33,0,11356,0,0
Andaman and Nicobar Islands,AN,2020-06-15,41,33,0,11518,0,0
Andaman and Nicobar Islands,AN,2020-06-16,44,33,0,11809,0,0
Andaman and Nicobar Islands,AN,2020-06-17,44,33,0,12239,0,0
Andaman and Nicobar Islands,AN,2020-06-18,45,35,0,12622,0,0
Andaman and Nicobar Islands,AN,2020-06-19,47,35,0,12930,0,0
Andaman and Nicobar Islands,AN,2020-06-20,47,35,0,13320,0,0
Andaman and Nicobar Islands,AN,2020-06-21,48,37,0,13434,0,0
Andaman and Nicobar Islands,AN,2020-06-22,48,37,0,13511,0,0
Andaman and Nicobar Islands,AN,2020-06-23,50,40,0,13723,0,0
Andaman and Nicobar Islands,AN,2020-06-24,56,41,0,13994,0,0
Andaman and Nicobar Islands,AN,2020-06-25,58,41,0,14277,0,0
Andaman and Nicobar Islands,AN,2020-06-26,72,43,0,14583,0,0
Andaman and Nicobar Islands,AN,2020-06-27,72,43,0,14851,0,0
Andaman and Nicobar Islands,AN,2020-06-28,83,45,0,15094,0,0
Andaman and Nicobar Islands,AN,2020-06-29,90,45,0,15410,0,0
Andaman and Nicobar Islands,AN,2020-06-30,97,45,0,15709,0,0
Andaman and Nicobar Islands,AN,2020-07-01,100,50,0,15982,0,0
Andaman and Nicobar Islands,AN,2020-07-02,109,51,0,16278,0,0
Andaman and Nicobar Islands,AN,2020-07-03,116,54,0,16626,0,0
Andaman and Nicobar Islands,AN,2020-07-04,119,66,0,16832,0,0
Andaman and Nicobar Islands,AN,2020-07-05,125,72,0,16909,0,0
Andaman and Nicobar Islands,AN,2020-07-06,141,74,0,17095,0,0
Andaman and Nicobar Islands,AN,2020-07-07,147,74,0,17381,0,0
Andaman and Nicobar Islands,AN,2020-07-08,149,74,0,17643,0,0
Andaman and Nicobar Islands,AN,2020-07-09,156,83,0,17852,0,0
Andaman and Nicobar Islands,AN,2020-07-10,156,92,0,18046,0,0
Andaman and Nicobar Islands,AN,2020-07-11,156,92,0,18315,0,0
Andaman and Nicobar Islands,AN,2020-07-12,163,100,0,18447,0,0
Andaman and Nicobar Islands,AN,2020-07-13,166,109,0,18609,0,0
Andaman and Nicobar Islands,AN,2020-07-14,171,129,0,18884,0,0
Andaman and Nicobar Islands,AN,2020-07-15,176,130,0,19061,0,0
Andaman and Nicobar Islands,AN,2020-07-16,180,133,0,19227,0,0
Andaman and Nicobar Islands,AN,2020-07-17,184,142,0,19421,0,0
Andaman and Nicobar Islands,AN,2020-07-18,188,145,0,19671,0,0
Andaman and Nicobar Islands,AN,2020-07-19,203,145,0,19904,0,0
Andaman and Nicobar Islands,AN,2020-07-20,207,151,0,20301,0,0
Andaman and Nicobar Islands,AN,2020-07-21,212,159,0,20642,0,0
Andaman and Nicobar Islands,AN,2020-07-22,221,163,0,21043,0,0
Andaman and Nicobar Islands,AN,2020-07-23,240,170,0,21310,0,0
Andaman and Nicobar Islands,AN,2020-07-24,259,174,0,21743,0,0
Andaman and Nicobar Islands,AN,2020-07-25,290,176,0,21965,0,0
Andaman and Nicobar Islands,AN,2020-07-26,318,180,0,22049,0,0
Andaman and Nicobar Islands,AN,2020-07-27,338,192,1,22548,0,0
Andaman and Nicobar Islands,AN,2020-07-28,363,196,1,22925,0,0
Andaman and Nicobar Islands,AN,2020-07-29,428,201,2,23217,0,0
Andaman and Nicobar Islands,AN,2020-07-30,470,201,3,23615,0,0
Andaman and Nicobar Islands,AN,2020-07-31,548,214,5,24038,0,0
Andaman and Nicobar Islands,AN,2020-08-01,636,226,7,24308,0,0
Andaman and Nicobar Islands,AN,2020-08-02,734,242,8,24580,0,0
Andaman and Nicobar Islands,AN,2020-08-03,830,263,10,25034,0,0
Andaman and Nicobar Islands,AN,2020-08-04,928,277,12,25492,0,0
Andaman and Nicobar Islands,AN,2020-08-05,1027,326,14,25826,0,0
Andaman and Nicobar Islands,AN,2020-08-06,1123,355,16,26516,0,0
Andaman and Nicobar Islands,AN,2020-08-07,1222,425,19,26915,0,0
Andaman and Nicobar Islands,AN,2020-08-08,1351,500,20,27073,0,0
Andaman and Nicobar Islands,AN,2020-08-09,1490,648,20,27103,0,0
Andaman and Nicobar Islands,AN,2020-08-10,1625,709,20,27346,0,0
Andaman and Nicobar Islands,AN,2020-08-11,1764,749,21,27455,0,0
Andaman and Nicobar Islands,AN,2020-08-12,1900,829,21,27744,0,0
Andaman and Nicobar Islands,AN,2020-08-13,2037,924,22,27973,0,0
Andaman and Nicobar Islands,AN,2020-08-14,2186,1032,24,28129,0,0
Andaman and Nicobar Islands,AN,2020-08-15,2306,1128,24,28209,0,0
Andaman and Nicobar Islands,AN,2020-08-16,2399,1226,28,28229,0,0
Andaman and Nicobar Islands,AN,2020-08-17,2445,1325,29,28672,0,0
Andaman and Nicobar Islands,AN,2020-08-18,2529,1421,30,28937,0,0
Andaman and Nicobar Islands,AN,2020-08-19,2604,1529,30,29303,0,0
Andaman and Nicobar Islands,AN,2020-08-20,2680,1638,31,29487,0,0
Andaman and Nicobar Islands,AN,2020-08-21,2747,1744,32,29573,0,0
Andaman and Nicobar Islands,AN,2020-08-22,2808,1853,32,29888,0,0
Andaman and Nicobar Islands,AN,2020-08-23,2860,1963,33,30278,0,0
Andaman and Nicobar Islands,AN,2020-08-24,2904,2092,35,30513,0,0
Andaman and Nicobar Islands,AN,2020-08-25,2945,2231,37,31082,0,0
Andaman and Nicobar Islands,AN,2020-08-26,2985,2309,41,31646,0,0
Andaman and Nicobar Islands,AN,2020-08-27,3018,2374,42,31830,0,0
Andaman and Nicobar Islands,AN,2020-08-28,3050,2444,42,32100,0,0
Andaman and Nicobar Islands,AN,2020-08-29,3081,2519,44,32407,0,0
Andaman and Nicobar Islands,AN,2020-08-30,3104,2586,45,32674,0,0
Andaman and Nicobar Islands,AN,2020-08-31,3132,2647,46,33485,0,0
Andaman and Nicobar Islands,AN,2020-09-01,3160,2714,46,35104,0,0
Andaman and Nicobar Islands,AN,2020-09-02,3186,2758,47,36136,0,0
Andaman and Nicobar Islands,AN,2020-09-03,3223,2823,48,37075,0,0
Andaman and Nicobar Islands,AN,2020-09-04,3257,2863,49,37825,0,0
Andaman and Nicobar Islands,AN,2020-09-05,3292,2904,50,38574,0,0
Andaman and Nicobar Islands,AN,2020-09-06,3332,2951,50,39205,0,0
Andaman and Nicobar Islands,AN,2020-09-07,3359,2997,50,39995,0,0
Andaman and Nicobar Islands,AN,2020-09-08,3392,3035,50,41039,0,0
Andaman and Nicobar Islands,AN,2020-09-09,3426,3078,51,41776,0,0
Andaman and Nicobar Islands,AN,2020-09-10,3465,3121,51,42792,0,0
Andaman and Nicobar Islands,AN,2020-09-11,3494,3157,51,43680,0,0
Andaman and Nicobar Islands,AN,2020-09-12,3521,3202,51,44570,0,0
Andaman and Nicobar Islands,AN,2020-09-13,3546,3243,51,45279,0,0
Andaman and Nicobar Islands,AN,2020-09-14,3557,3278,52,45987,0,0
Andaman and Nicobar Islands,AN,2020-09-15,3574,3318,52,46823,0,0
Andaman and Nicobar Islands,AN,2020-09-16,3593,3345,52,47794,0,0
Andaman and Nicobar Islands,AN,2020-09-17,3604,3378,52,48861,0,0
Andaman and Nicobar Islands,AN,2020-09-18,3631,3414,52,50035,0,0
Andaman and Nicobar Islands,AN,2020-09-19,3644,3436,52,50681,0,0
Andaman and Nicobar Islands,AN,2020-09-20,3651,3451,52,51262,0,0
Andaman and Nicobar Islands,AN,2020-09-21,3673,3469,52,52220,0,0
Andaman and Nicobar Islands,AN,2020-09-22,3691,3479,52,52845,0,0
Andaman and Nicobar Islands,AN,2020-09-23,3712,3494,52,53591,0,0
Andaman and Nicobar Islands,AN,2020-09-24,3744,3503,52,52992,0,0
Andaman and Nicobar Islands,AN,2020-09-25,3759,3528,52,55169,0,0
Andaman and Nicobar Islands,AN,2020-09-26,3774,3551,52,56059,0,0
Andaman and Nicobar Islands,AN,2020-09-27,3794,3553,53,56661,0,0
Andaman and Nicobar Islands,AN,2020-09-28,3803,3582,53,57343,0,0
Andaman and Nicobar Islands,AN,2020-09-29,3821,3587,53,58135,0,0
Andaman and Nicobar Islands,AN,2020-09-30,3835,3608,53,58763,0,0
Andaman and Nicobar Islands,AN,2020-10-01,3848,3623,53,59676,0,0
Andaman and Nicobar Islands,AN,2020-10-02,3858,3631,53,60437,0,0
Andaman and Nicobar Islands,AN,2020-10-03,3868,3642,53,61231,0,0
Andaman and Nicobar Islands,AN,2020-10-04,3884,3649,53,62103,0,0
Andaman and Nicobar Islands,AN,2020-10-05,3899,3659,54,63009,0,0
Andaman and Nicobar Islands,AN,2020-10-06,3912,3678,54,63790,0,0
Andaman and Nicobar Islands,AN,2020-10-07,3935,3696,54,65111,0,0
Andaman and Nicobar Islands,AN,2020-10-08,3952,3707,55,66244,0,0
Andaman and Nicobar Islands,AN,2020-10-09,3976,3724,55,67332,0,0
Andaman and Nicobar Islands,AN,2020-10-10,3992,3744,55,68464,0,0
Andaman and Nicobar Islands,AN,2020-10-11,4005,3764,55,69146,0,0
Andaman and Nicobar Islands,AN,2020-10-12,4023,3770,55,69932,0,0
Andaman and Nicobar Islands,AN,2020-10-13,4036,3782,55,70780,0,0
Andaman and Nicobar Islands,AN,2020-10-14,4046,3796,55,71624,0,0
Andaman and Nicobar Islands,AN,2020-10-15,4062,3817,55,72525,0,0
Andaman and Nicobar Islands,AN,2020-10-16,4072,3831,56,73363,0,0
Andaman and Nicobar Islands,AN,2020-10-17,4083,3848,56,74277,0,0
Andaman and Nicobar Islands,AN,2020-10-18,4108,3868,56,75030,0,0
Andaman and Nicobar Islands,AN,2020-10-19,4126,3892,56,75977,0,0
Andaman and Nicobar Islands,AN,2020-10-20,4141,3902,56,77200,0,0
Andaman and Nicobar Islands,AN,2020-10-21,4168,3913,56,78303,0,0
Andaman and Nicobar Islands,AN,2020-10-22,4184,3937,57,79301,0,0
Andaman and Nicobar Islands,AN,2020-10-23,4207,3945,58,80768,0,0
Andaman and Nicobar Islands,AN,2020-10-24,4225,3968,58,81880,0,0
Andaman and Nicobar Islands,AN,2020-10-25,4245,3983,58,82626,0,0
Andaman and Nicobar Islands,AN,2020-10-26,4253,3997,58,83115,0,0
Andaman and Nicobar Islands,AN,2020-10-27,4274,4019,58,84308,0,0
Andaman and Nicobar Islands,AN,2020-10-28,4289,4039,58,85378,0,0
Andaman and Nicobar Islands,AN,2020-10-29,4305,4054,59,86715,0,0
Andaman and Nicobar Islands,AN,2020-10-30,4317,4076,59,87789,0,0
Andaman and Nicobar Islands,AN,2020-10-31,4332,4100,59,88453,0,0
Andaman and Nicobar Islands,AN,2020-11-01,4340,4112,60,89559,0,0
Andaman and Nicobar Islands,AN,2020-11-02,4352,4132,60,90901,0,0
Andaman and Nicobar Islands,AN,2020-11-03,4372,4153,60,92249,0,0
Andaman and Nicobar Islands,AN,2020-11-04,4389,4163,60,93406,0,0
Andaman and Nicobar Islands,AN,2020-11-05,4403,4175,60,94639,0,0
Andaman and Nicobar Islands,AN,2020-11-06,4420,4194,60,96214,0,0
Andaman and Nicobar Islands,AN,2020-11-07,4441,4206,60,97603,0,0
Andaman and Nicobar Islands,AN,2020-11-08,4450,4221,60,98812,0,0
Andaman and Nicobar Islands,AN,2020-11-09,4463,4239,60,100025,0,0
Andaman and Nicobar Islands,AN,2020-11-10,4477,4255,60,101226,0,0
Andaman and Nicobar Islands,AN,2020-11-11,4494,4267,60,102433,0,0
Andaman and Nicobar Islands,AN,2020-11-12,4507,4282,61,103599,0,0
Andaman and Nicobar Islands,AN,2020-11-13,4518,4304,61,104785,0,0
Andaman and Nicobar Islands,AN,2020-11-14,4527,4315,61,105699,0,0
Andaman and Nicobar Islands,AN,2020-11-15,4536,4330,61,106734,0,0
Andaman and Nicobar Islands,AN,2020-11-16,4557,4346,61,108080,0,0
Andaman and Nicobar Islands,AN,2020-11-17,4574,4363,61,109646,0,0
Andaman and Nicobar Islands,AN,2020-11-18,4593,4378,61,111166,0,0
Andaman and Nicobar Islands,AN,2020-11-19,4604,4398,61,112792,0,0
Andaman and Nicobar Islands,AN,2020-11-20,4617,4408,61,114392,0,0
Andaman and Nicobar Islands,AN,2020-11-21,4631,4428,61,115968,0,0
Andaman and Nicobar Islands,AN,2020-11-22,4641,4440,61,117093,0,0
Andaman and Nicobar Islands,AN,2020-11-23,4656,4453,61,118654,0,0
Andaman and Nicobar Islands,AN,2020-11-24,4667,4464,61,120324,0,0
Andaman and Nicobar Islands,AN,2020-11-25,4677,4479,61,121931,0,0
Andaman and Nicobar Islands,AN,2020-11-26,4682,4491,61,123165,0,0
Andaman and Nicobar Islands,AN,2020-11-27,4689,4508,61,124832,0,0
Andaman and Nicobar Islands,AN,2020-11-28,4698,4518,61,126331,0,0
Andaman and Nicobar Islands,AN,2020-11-29,4704,4537,61,127912,0,0
Andaman and Nicobar Islands,AN,2020-11-30,4710,4550,61,129389,0,0
Andaman and Nicobar Islands,AN,2020-12-01,4718,4566,61,131080,0,0
Andaman and Nicobar Islands,AN,2020-12-02,4723,4583,61,132784,0,0
Andaman and Nicobar Islands,AN,2020-12-03,4729,4597,61,134355,0,0
Andaman and Nicobar Islands,AN,2020-12-04,4742,4611,61,135952,0,0
Andaman and Nicobar Islands,AN,2020-12-05,4747,4616,61,137648,0,0
Andaman and Nicobar Islands,AN,2020-12-06,4758,4624,61,139326,0,0
Andaman and Nicobar Islands,AN,2020-12-07,4773,4631,61,140961,0,0
Andaman and Nicobar Islands,AN,2020-12-08,4778,4647,61,142667,0,0
Andaman and Nicobar Islands,AN,2020-12-09,4783,4647,61,144401,0,0
Andaman and Nicobar Islands,AN,2020-12-10,4791,4652,61,146143,0,0
Andaman and Nicobar Islands,AN,2020-12-11,4798,4659,61,147806,0,0
Andaman and Nicobar Islands,AN,2020-12-12,4805,4665,61,149926,0,0
Andaman and Nicobar Islands,AN,2020-12-13,4818,4673,61,152004,0,0
Andaman and Nicobar Islands,AN,2020-12-14,4834,4681,61,153685,0,0
Andaman and Nicobar Islands,AN,2020-12-15,4842,4688,61,155454,0,0
Andaman and Nicobar Islands,AN,2020-12-16,4850,4698,61,157242,0,0
Andaman and Nicobar Islands,AN,2020-12-17,4860,4707,61,159027,0,0
Andaman and Nicobar Islands,AN,2020-12-18,4869,4712,61,160856,0,0
Andaman and Nicobar Islands,AN,2020-12-19,4875,4719,61,162821,0,0
Andaman and Nicobar Islands,AN,2020-12-20,4881,4732,61,165024,0,0
Andaman and Nicobar Islands,AN,2020-12-21,4888,4740,62,166845,0,0
Andaman and Nicobar Islands,AN,2020-12-22,4893,4749,62,168769,0,0
Andaman and Nicobar Islands,AN,2020-12-23,4896,4761,62,170666,0,0
Andaman and Nicobar Islands,AN,2020-12-24,4901,4775,62,172756,0,0
Andaman and Nicobar Islands,AN,2020-12-25,4912,4781,62,174482,0,0
Andaman and Nicobar Islands,AN,2020-12-26,4912,4789,62,175578,0,0
Andaman and Nicobar Islands,AN,2020-12-27,4924,4798,62,176898,0,0
Andaman and Nicobar Islands,AN,2020-12-28,4929,4803,62,177926,0,0
Andaman and Nicobar Islands,AN,2020-12-29,4936,4811,62,179444,0,0
Andaman and Nicobar Islands,AN,2020-12-30,4941,4820,62,180626,0,0
Andaman and Nicobar Islands,AN,2020-12-31,4945,4826,62,181640,0,0
Andaman and Nicobar Islands,AN,2021-01-01,4946,4830,62,182631,0,0
Andaman and Nicobar Islands,AN,2021-01-02,4947,4837,62,183725,0,0
Andaman and Nicobar Islands,AN,2021-01-03,4948,4846,62,184955,0,0
Andaman and Nicobar Islands,AN,2021-01-04,4948,4848,62,186140,0,0
Andaman and Nicobar Islands,AN,2021-01-05,4949,4856,62,187115,0,0
Andaman and Nicobar Islands,AN,2021-01-06,4949,4859,62,188351,0,0
Andaman and Nicobar Islands,AN,2021-01-07,4958,4864,62,190031,0,0
Andaman and Nicobar Islands,AN,2021-01-08,4959,4866,62,191206,0,0
Andaman and Nicobar Islands,AN,2021-01-09,4959,4873,62,192560,0,0
Andaman and Nicobar Islands,AN,2021-01-10,4960,4875,62,193719,0,0
Andaman and Nicobar Islands,AN,2021-01-11,4963,4884,62,195351,0,0
Andaman and Nicobar Islands,AN,2021-01-12,4966,4886,62,196859,0,0
Andaman and Nicobar Islands,AN,2021-01-13,4969,4891,62,198478,0,0
Andaman and Nicobar Islands,AN,2021-01-14,4976,4891,62,199805,0,0
Andaman and Nicobar Islands,AN,2021-01-15,4979,4895,62,200953,0,0
Andaman and Nicobar Islands,AN,2021-01-16,4982,4895,62,202521,225,0
Andaman and Nicobar Islands,AN,2021-01-17,4983,4896,62,203741,225,0
Andaman and Nicobar Islands,AN,2021-01-18,4988,4897,62,205411,442,0
Andaman and Nicobar Islands,AN,2021-01-19,4989,4897,62,206732,644,0
Andaman and Nicobar Islands,AN,2021-01-20,4991,4900,62,208179,644,0
Andaman and Nicobar Islands,AN,2021-01-21,4991,4904,62,209437,1032,0
Andaman and Nicobar Islands,AN,2021-01-22,4992,4907,62,210762,1466,0
Andaman and Nicobar Islands,AN,2021-01-23,4993,4907,62,212393,1998,0
Andaman and Nicobar Islands,AN,2021-01-24,4993,4908,62,213467,2019,0
Andaman and Nicobar Islands,AN,2021-01-25,4994,4917,62,214915,2369,0
Andaman and Nicobar Islands,AN,2021-01-26,4994,4917,62,215858,2369,0
Andaman and Nicobar Islands,AN,2021-01-27,4994,4922,62,217007,2385,0
Andaman and Nicobar Islands,AN,2021-01-28,4994,4924,62,218629,2656,0
Andaman and Nicobar Islands,AN,2021-01-29,4994,4927,62,220484,2727,0
Andaman and Nicobar Islands,AN,2021-01-30,4994,4928,62,221876,2727,0
Andaman and Nicobar Islands,AN,2021-01-31,4994,4928,62,223137,2727,0
Andaman and Nicobar Islands,AN,2021-02-01,4994,4932,62,224852,2727,0
Andaman and Nicobar Islands,AN,2021-02-02,4994,4932,62,226584,2727,0
Andaman and Nicobar Islands,AN,2021-02-03,4994,4932,62,228290,2772,0
Andaman and Nicobar Islands,AN,2021-02-04,4994,4932,62,230133,2938,0
Andaman and Nicobar Islands,AN,2021-02-05,4997,4932,62,231633,3161,0
Andaman and Nicobar Islands,AN,2021-02-06,5000,4932,62,233597,3161,0
Andaman and Nicobar Islands,AN,2021-02-07,5001,4932,62,235072,3397,0
Andaman and Nicobar Islands,AN,2021-02-08,5005,4932,62,236643,3397,0
Andaman and Nicobar Islands,AN,2021-02-09,5007,4932,62,238339,3413,0
Andaman and Nicobar Islands,AN,2021-02-10,5007,4932,62,240362,3413,0
Andaman and Nicobar Islands,AN,2021-02-11,5007,4932,62,241833,3454,0
Andaman and Nicobar Islands,AN,2021-02-12,5007,4934,62,243631,3454,0
Andaman and Nicobar Islands,AN,2021-02-13,5009,4938,62,245745,3646,0
Andaman and Nicobar Islands,AN,2021-02-14,5009,4938,62,247289,3646,0
Andaman and Nicobar Islands,AN,2021-02-15,5009,4938,62,248562,3847,182
Andaman and Nicobar Islands,AN,2021-02-16,5013,4943,62,250037,3847,182
Andaman and Nicobar Islands,AN,2021-02-17,5014,4944,62,251774,4045,182
Andaman and Nicobar Islands,AN,2021-02-18,5014,4944,62,253718,4347,495
Andaman and Nicobar Islands,AN,2021-02-19,5014,4948,62,255675,4453,895
Andaman and Nicobar Islands,AN,2021-02-20,5014,4949,62,257213,4846,1306
Andaman and Nicobar Islands,AN,2021-02-21,5014,4949,62,258773,4846,1306
Andaman and Nicobar Islands,AN,2021-02-22,5015,4949,62,260324,5442,1870
Andaman and Nicobar Islands,AN,2021-02-23,5016,4949,62,261719,5565,2018
Andaman and Nicobar Islands,AN,2021-02-24,5016,4950,62,263090,5644,2118
Andaman and Nicobar Islands,AN,2021-02-25,5016,4952,62,264369,6034,2385
Andaman and Nicobar Islands,AN,2021-02-26,5017,4952,62,265852,6134,2422
Andaman and Nicobar Islands,AN,2021-02-27,5018,4952,62,267209,6134,2422
Andaman and Nicobar Islands,AN,2021-02-28,5020,4952,62,268499,6134,2422
Andaman and Nicobar Islands,AN,2021-03-01,5020,4952,62,269799,6581,2556
Andaman and Nicobar Islands,AN,2021-03-02,5020,4952,62,271193,6912,2589
Andaman and Nicobar Islands,AN,2021-03-03,5022,4952,62,273010,6912,2589
Andaman and Nicobar Islands,AN,2021-03-04,5024,4953,62,274849,6912,2589
Andaman and Nicobar Islands,AN,2021-03-05,5024,4954,62,276471,8392,2727
Andaman and Nicobar Islands,AN,2021-03-06,5024,4955,62,278437,8977,2865
Andaman and Nicobar Islands,AN,2021-03-07,5024,4955,62,280041,9187,2865
Andaman and Nicobar Islands,AN,2021-03-08,5026,4957,62,281955,9890,2998
Andaman and Nicobar Islands,AN,2021-03-09,5028,4958,62,283492,10433,3037
Andaman and Nicobar Islands,AN,2021-03-10,5028,4960,62,285087,10749,3048
Andaman and Nicobar Islands,AN,2021-03-11,5028,4960,62,286505,11228,3060
Andaman and Nicobar Islands,AN,2021-03-12,5029,4961,62,288197,11729,3145
Andaman and Nicobar Islands,AN,2021-03-13,5030,4964,62,290341,11921,3282
Andaman and Nicobar Islands,AN,2021-03-14,5031,4964,62,291842,11921,3282
Andaman and Nicobar Islands,AN,2021-03-15,5031,4966,62,294094,12360,3486
Andaman and Nicobar Islands,AN,2021-03-16,5032,4967,62,295827,12632,3562
Andaman and Nicobar Islands,AN,2021-03-17,5035,4967,62,297433,12632,3562
Andaman and Nicobar Islands,AN,2021-03-18,5036,4969,62,299048,13102,3969
Andaman and Nicobar Islands,AN,2021-03-19,5038,4969,62,300892,13517,3989
Andaman and Nicobar Islands,AN,2021-03-20,5038,4969,62,302566,13785,4347
Andaman and Nicobar Islands,AN,2021-03-21,5039,4969,62,304391,13785,4347
Andaman and Nicobar Islands,AN,2021-03-22,5039,4969,62,305778,14161,4829
