state,state_short,date,total_confirmed,total_recovered,total_deceased,total_tested,total_vaccinated_1,total_vaccinated_2
Goa,GA,2020-11-19,46480,44467,670,327986,0,0
Goa,GA,2020-11-20,46632,44665,672,329749,0,0
Goa,GA,2020-11-21,46748,44812,675,331599,0,0
Goa,GA,2020-11-22,46826,44979,677,332738,0,0
Goa,GA,2020-11-23,46901,45083,677,334198,0,0
Goa,GA,2020-11-24,47068,45168,679,336202,0,0
Goa,GA,2020-11-25,47193,45229,683,338144,0,0
Goa,GA,2020-11-26,47341,45340,685,340036,0,0
Goa,GA,2020-11-27,47491,45492,686,342681,0,0
Goa,GA,2020-11-28,47689,45655,686,345201,0,0
Goa,GA,2020-11-29,47804,45790,687,347199,0,0
Goa,GA,2020-11-30,47963,45940,688,348871,0,0
Goa,GA,2020-12-01,48124,46068,690,350919,0,0
Goa,GA,2020-12-02,48241,46132,693,352922,0,0
Goa,GA,2020-12-03,48365,46251,696,354812,0,0
Goa,GA,2020-12-04,48459,46375,696,356109,0,0
Goa,GA,2020-12-05,48574,46493,697,358202,0,0
Goa,GA,2020-12-06,48686,46624,698,359345,0,0
Goa,GA,2020-12-07,48776,46778,701,360920,0,0
Goa,GA,2020-12-08,48935,46924,701,363062,0,0
Goa,GA,2020-12-09,49036,47056,703,364672,0,0
Goa,GA,2020-12-10,49131,47215,703,366174,0,0
Goa,GA,2020-12-11,49235,47345,703,367818,0,0
Goa,GA,2020-12-12,49305,47489,705,369887,0,0
Goa,GA,2020-12-13,49362,47590,706,370690,0,0
Goa,GA,2020-12-14,49474,47737,707,372211,0,0
Goa,GA,2020-12-15,49566,47861,710,373920,0,0
Goa,GA,2020-12-16,49657,47965,713,375678,0,0
Goa,GA,2020-12-17,49745,48054,716,377343,0,0
Goa,GA,2020-12-18,49849,48170,718,378817,0,0
Goa,GA,2020-12-19,49976,48280,718,380426,0,0
Goa,GA,2020-12-20,50064,48371,721,381392,0,0
Goa,GA,2020-12-21,50143,48479,723,382852,0,0
Goa,GA,2020-12-22,50239,48567,725,384740,0,0
Goa,GA,2020-12-23,50364,48637,727,386533,0,0
Goa,GA,2020-12-24,50454,48725,728,388210,0,0
Goa,GA,2020-12-25,50534,48826,728,389879,0,0
Goa,GA,2020-12-26,50595,48913,731,391084,0,0
Goa,GA,2020-12-27,50667,48992,731,392413,0,0
Goa,GA,2020-12-28,50772,49083,734,393587,0,0
Goa,GA,2020-12-29,50884,49199,735,395425,0,0
Goa,GA,2020-12-30,50981,49313,737,397386,0,0
Goa,GA,2020-12-31,51066,49388,739,399206,0,0
Goa,GA,2021-01-01,51135,49466,739,400669,0,0
Goa,GA,2021-01-02,51230,49570,739,402289,0,0
Goa,GA,2021-01-03,51295,49653,741,403611,0,0
Goa,GA,2021-01-04,51335,49741,743,404788,0,0
Goa,GA,2021-01-05,51415,49811,744,406810,0,0
Goa,GA,2021-01-06,51507,49893,744,408710,0,0
Goa,GA,2021-01-07,51626,49983,744,410575,0,0
Goa,GA,2021-01-08,51709,50088,744,412662,0,0
Goa,GA,2021-01-09,51790,50177,746,414869,0,0
Goa,GA,2021-01-10,51856,50277,747,416392,0,0
Goa,GA,2021-01-11,51891,50343,749,417573,0,0
Goa,GA,2021-01-12,51983,50437,749,419548,0,0
Goa,GA,2021-01-13,52079,50515,750,421490,0,0
Goa,GA,2021-01-14,52182,50582,752,423328,0,0
Goa,GA,2021-01-15,52262,50643,753,425033,0,0
Goa,GA,2021-01-16,52345,50712,756,426703,426,0
Goa,GA,2021-01-17,52405,50771,756,427935,426,0
Goa,GA,2021-01-18,52458,50837,756,429020,426,0
Goa,GA,2021-01-19,52570,50952,756,431275,426,0
Goa,GA,2021-01-20,52657,51036,756,433077,426,0
Goa,GA,2021-01-21,52712,51090,757,434825,426,0
Goa,GA,2021-01-22,52782,51170,758,436519,946,0
Goa,GA,2021-01-23,52867,51233,761,438454,1561,0
Goa,GA,2021-01-24,52920,51335,761,439616,1561,0
Goa,GA,2021-01-25,52977,51448,762,441012,1796,0
Goa,GA,2021-01-26,53047,51510,763,442488,1796,0
Goa,GA,2021-01-27,53100,51600,763,443903,2311,0
Goa,GA,2021-01-28,53185,51652,765,445778,2882,0
Goa,GA,2021-01-29,53263,51755,766,447398,3391,0
Goa,GA,2021-01-30,53356,51831,766,449280,4117,0
Goa,GA,2021-01-31,53409,51891,768,450676,4117,0
Goa,GA,2021-02-01,53469,51977,768,452039,4509,0
Goa,GA,2021-02-02,53575,52039,768,454356,5422,0
Goa,GA,2021-02-03,53638,52109,768,456130,6326,0
Goa,GA,2021-02-04,53717,52165,770,458068,7193,0
Goa,GA,2021-02-05,53773,52243,770,459485,7939,0
Goa,GA,2021-02-06,53838,52299,770,460994,8257,0
Goa,GA,2021-02-07,53880,52347,772,462011,8257,0
Goa,GA,2021-02-08,53937,52432,772,463300,8352,0
Goa,GA,2021-02-09,53996,52530,774,464805,8929,0
Goa,GA,2021-02-10,54068,52594,776,466545,9961,0
Goa,GA,2021-02-11,54113,52653,776,468179,11391,0
Goa,GA,2021-02-12,54152,52780,777,469749,12949,0
Goa,GA,2021-02-13,54193,52831,778,471165,13166,517
Goa,GA,2021-02-14,54235,52910,779,472229,13166,517
Goa,GA,2021-02-15,54275,52969,781,473449,13166,517
Goa,GA,2021-02-16,54323,53035,784,475057,13147,354
Goa,GA,2021-02-17,54369,53074,786,476682,13692,354
Goa,GA,2021-02-18,54421,53125,786,478148,13862,356
Goa,GA,2021-02-19,54466,53181,787,479780,14386,634
Goa,GA,2021-02-20,54523,53243,787,481571,15070,1113
Goa,GA,2021-02-21,54562,53287,787,482622,15070,1113
Goa,GA,2021-02-22,54591,53340,787,483675,15542,1269
Goa,GA,2021-02-23,54648,53381,788,485451,15804,1280
Goa,GA,2021-02-24,54700,53416,789,487110,16741,1559
Goa,GA,2021-02-25,54771,53449,791,488742,17875,1918
Goa,GA,2021-02-26,54871,53490,794,490555,18722,2072
Goa,GA,2021-02-27,54932,53540,794,492143,18722,2072
Goa,GA,2021-02-28,54986,53585,795,493367,18722,2072
Goa,GA,2021-03-01,55026,53647,796,494535,20622,2321
Goa,GA,2021-03-02,55073,53695,796,496089,23200,3208
Goa,GA,2021-03-03,55143,53737,796,497806,26530,3971
Goa,GA,2021-03-04,55212,53775,798,499371,30473,5009
Goa,GA,2021-03-05,55291,53817,799,500978,33856,5910
Goa,GA,2021-03-06,55361,53862,799,502509,36733,6318
Goa,GA,2021-03-07,55409,53922,799,503674,36740,6318
Goa,GA,2021-03-08,55463,54032,799,504938,40162,6639
Goa,GA,2021-03-09,55538,54073,802,506507,43354,7055
Goa,GA,2021-03-10,55607,54130,802,507998,46796,7819
Goa,GA,2021-03-11,55676,54169,803,509776,48076,8767
Goa,GA,2021-03-12,55758,54209,804,511503,52051,10122
Goa,GA,2021-03-13,55851,54279,805,512999,55691,10452
Goa,GA,2021-03-14,55917,54362,806,514309,55691,10452
Goa,GA,2021-03-15,56006,54424,807,515663,60779,11015
Goa,GA,2021-03-16,56100,54497,811,517229,65941,11395
Goa,GA,2021-03-17,56173,54556,812,518847,68755,11821
Goa,GA,2021-03-18,56271,54597,813,520510,71086,12010
Goa,GA,2021-03-19,56371,54657,815,522458,73840,12544
Goa,GA,2021-03-20,56525,54713,815,524230,76489,13019
Goa,GA,2021-03-21,56623,54792,818,525665,76489,13019
Goa,GA,2021-03-22,56708,54873,818,527106,79363,13598
Goa,GA,2021-03-23,56841,54931,821,529007,81950,13884
Goa,GA,2021-03-24,56981,55004,821,530780,84491,14521
Goa,GA,2021-03-25,57170,55070,822,532970,86915,15032
Goa,GA,2021-03-26,57283,55181,823,535093,89353,15719
Goa,GA,2021-03-27,57453,55250,824,537572,91828,15892
Goa,GA,2021-03-28,57584,55354,826,539339,91828,15892
Goa,GA,2021-03-29,57712,55455,828,540796,92572,16030
Goa,GA,2021-03-30,57839,55591,829,542300,95243,17411
Goa,GA,2021-03-31,58039,55653,830,544652,97320,18430
Goa,GA,2021-04-01,58304,55757,831,547263,100899,19506
Goa,GA,2021-04-02,58584,55838,832,549292,109280,20895
Goa,GA,2021-04-03,58803,55989,834,551354,112067,21751
Goa,GA,2021-04-04,59068,56156,835,553411,114143,22023
Goa,GA,2021-04-05,59315,56298,837,555457,117638,23387
Goa,GA,2021-04-06,59702,56393,838,558266,121132,24656
Goa,GA,2021-04-07,60229,56531,840,560905,124443,25734
Goa,GA,2021-04-08,60811,56638,842,564111,128428,26948
Goa,GA,2021-04-09,61239,56797,845,566872,133271,28793
Goa,GA,2021-04-10,61779,56964,846,569832,140447,30685
Goa,GA,2021-04-11,62304,57134,848,572337,147239,31151
Goa,GA,2021-04-12,62780,57365,850,574614,154531,33557
Goa,GA,2021-04-13,63342,57601,853,577121,158199,34357
Goa,GA,2021-04-14,63815,57846,857,579357,167525,35698
Goa,GA,2021-04-15,64572,58028,862,582068,173929,39213
Goa,GA,2021-04-16,65499,58310,868,585257,182592,42392
Goa,GA,2021-04-17,66261,58746,872,588751,191878,45278
Goa,GA,2021-04-18,67212,59277,883,592007,198368,46209
Goa,GA,2021-04-19,68152,59705,900,594733,204861,48923
Goa,GA,2021-04-20,69312,60145,926,598330,212256,52107
Goa,GA,2021-04-21,70814,60571,943,602419,218280,54563
Goa,GA,2021-04-22,72224,61032,964,606325,224566,56863
Goa,GA,2021-04-23,73644,61628,976,609332,230436,59251
Goa,GA,2021-04-24,75184,62113,993,613865,237654,61584
Goa,GA,2021-04-25,77477,62771,1017,619811,241453,62556
Goa,GA,2021-04-26,79798,63483,1055,626583,248297,64730
Goa,GA,2021-04-27,81908,64231,1086,632131,256198,67029
Goa,GA,2021-04-28,85009,65070,1110,640149,262813,68918
Goa,GA,2021-04-29,88028,65984,1146,646059,269799,70944
Goa,GA,2021-04-30,91052,66939,1168,652816,277125,72593
Goa,GA,2021-05-01,93355,68249,1222,658713,282295,73435
Goa,GA,2021-05-02,95385,69504,1274,663507,284559,73720
Goa,GA,2021-05-03,98088,70929,1320,669520,288525,74784
Goa,GA,2021-05-04,100902,72799,1372,676072,292306,75941
Goa,GA,2021-05-05,104398,74991,1443,682841,295620,77408
Goa,GA,2021-05-06,108267,77014,1501,690359,300071,79251
Goa,GA,2021-05-07,112462,79189,1557,698529,304465,81236
Goa,GA,2021-05-08,116213,82214,1612,706644,308443,83002
Goa,GA,2021-05-09,118846,85292,1679,712315,309994,83450
Goa,GA,2021-05-10,121650,87659,1729,718422,313476,85124
Goa,GA,2021-05-11,124774,90134,1804,726927,317060,87136
Goa,GA,2021-05-12,127639,92974,1874,733847,320771,88926
Goa,GA,2021-05-13,130130,95240,1937,740931,325994,90824
Goa,GA,2021-05-14,132585,98200,1998,747700,331220,92524
Goa,GA,2021-05-15,134542,101712,2056,753271,340203,94196
Goa,GA,2021-05-16,135856,105505,2099,757148,342573,94247
Goa,GA,2021-05-17,137418,109513,2152,761413,348457,94347
Goa,GA,2021-05-18,138776,112633,2197,765311,355380,94422
Goa,GA,2021-05-19,139985,114793,2228,769184,362946,94502
Goa,GA,2021-05-20,141567,118487,2272,773765,371936,94552
Goa,GA,2021-05-21,143192,121562,2302,778828,380691,94635
Goa,GA,2021-05-22,144839,124255,2341,783409,389208,94659
Goa,GA,2021-05-23,146460,126800,2383,787977,390864,94683
Goa,GA,2021-05-24,147861,129162,2421,791940,396582,94709
Goa,GA,2021-05-25,149410,131244,2460,796984,402383,94743
Goa,GA,2021-05-26,150897,132607,2499,801599,408278,94783
Goa,GA,2021-05-27,152401,134164,2538,807550,414064,94820
Goa,GA,2021-05-28,153456,135560,2570,812415,420094,94885
Goa,GA,2021-05-29,154419,136766,2597,816691,426504,94961
Goa,GA,2021-05-30,155064,138429,2625,819933,429365,94979
Goa,GA,2021-05-31,155666,140254,2649,822937,433834,95100
Goa,GA,2021-06-01,156569,142031,2671,827657,438255,95218
Goa,GA,2021-06-02,157275,143742,2693,831372,442339,95401
Goa,GA,2021-06-03,157847,145437,2710,834703,448098,95603
Goa,GA,2021-06-04,158423,146597,2727,838789,455963,95934
Goa,GA,2021-06-05,158990,148030,2744,842920,467373,96246
Goa,GA,2021-06-06,159393,149479,2760,845942,473993,96283
Goa,GA,2021-06-07,159811,150574,2840,848687,484965,96496
Goa,GA,2021-06-08,160284,151526,2859,851801,495213,96721
Goa,GA,2021-06-09,160740,152073,2877,854958,503758,96936
Goa,GA,2021-06-10,161153,152657,2891,858256,511201,97178
Goa,GA,2021-06-11,161576,153476,2899,861855,516651,97513
Goa,GA,2021-06-12,162048,154077,2914,865133,523488,97839
Goa,GA,2021-06-13,162468,154658,2928,868135,540700,97879
Goa,GA,2021-06-14,162721,155378,2937,869830,559749,98506
Goa,GA,2021-06-15,163048,155926,2947,872950,577748,98827
Goa,GA,2021-06-16,163358,156354,2960,875538,592498,99196
Goa,GA,2021-06-17,163612,156819,2969,878491,608814,99642
Goa,GA,2021-06-18,163927,157353,2975,882511,626029,100182
Goa,GA,2021-06-19,164229,157772,2984,885980,646295,100779
Goa,GA,2021-06-20,164436,158178,2990,888422,659065,100873
Goa,GA,2021-06-21,164654,158591,2997,891098,674353,101345
Goa,GA,2021-06-22,164957,159029,3008,895409,688489,102213
Goa,GA,2021-06-23,165197,159419,3013,898554,701414,102993
Goa,GA,2021-06-24,165426,159677,3022,902150,713332,104121
Goa,GA,2021-06-25,165648,159954,3027,905356,728178,105658
Goa,GA,2021-06-26,165883,160247,3032,908359,748352,107791
Goa,GA,2021-06-27,166098,160548,3039,911479,762730,108743
Goa,GA,2021-06-28,166236,160874,3046,913966,781063,111157
Goa,GA,2021-06-29,166449,161160,3048,918054,800268,113745
Goa,GA,2021-06-30,166689,161361,3054,922260,817614,116566
Goa,GA,2021-07-01,166920,161582,3060,926632,827800,119193
Goa,GA,2021-07-02,167103,161867,3062,930332,837780,122950
Goa,GA,2021-07-03,167272,162074,3069,933845,852875,127808
Goa,GA,2021-07-04,167436,162276,3073,938454,859902,130578
Goa,GA,2021-07-05,167566,162557,3075,942433,870453,136535
Goa,GA,2021-07-06,167823,162787,3079,947963,880174,141261
Goa,GA,2021-07-07,168015,162983,3082,952985,889028,147076
Goa,GA,2021-07-08,168210,163159,3086,957681,896123,151365
Goa,GA,2021-07-09,168430,163347,3088,962198,904933,158124
Goa,GA,2021-07-10,168585,163530,3095,966989,917320,166208
Goa,GA,2021-07-11,168716,163771,3097,971186,925118,170968
Goa,GA,2021-07-12,168824,163957,3097,974304,935700,178081
Goa,GA,2021-07-13,168988,164155,3101,978586,948191,184671
Goa,GA,2021-07-14,169215,164326,3101,984237,954703,190273
Goa,GA,2021-07-15,169341,164460,3102,988300,960479,195403
Goa,GA,2021-07-16,169461,164696,3106,992730,965882,200827
Goa,GA,2021-07-17,169620,164848,3109,997493,975773,208661
Goa,GA,2021-07-18,169740,165067,3111,1002033,978988,211650
Goa,GA,2021-07-19,169839,165292,3111,1005297,985642,216947
Goa,GA,2021-07-20,169971,165449,3113,1010133,990913,222451
Goa,GA,2021-07-21,170102,165571,3118,1014560,994834,227163
Goa,GA,2021-07-22,170199,165700,3123,1018313,999900,232618
Goa,GA,2021-07-23,170272,165839,3126,1021344,1005102,238765
Goa,GA,2021-07-24,170416,166052,3126,1027335,1013222,245518
Goa,GA,2021-07-25,170491,166201,3132,1030783,1016952,248432
Goa,GA,2021-07-26,170581,166308,3136,1034324,1023685,253371
Goa,GA,2021-07-27,170729,166459,3140,1039002,1029078,257039
Goa,GA,2021-07-28,170810,166586,3142,1043212,1034482,261047
Goa,GA,2021-07-29,170900,166679,3144,1047088,1040080,264503
Goa,GA,2021-07-30,171052,166813,3146,1051410,1046130,268339
Goa,GA,2021-07-31,171146,166941,3147,1056184,1058023,272602
Goa,GA,2021-08-01,171205,167046,3148,1059718,1061081,274247
Goa,GA,2021-08-02,171295,167118,3150,1063703,1066012,277150
Goa,GA,2021-08-03,171396,167245,3152,1068173,1070429,279892
Goa,GA,2021-08-04,171506,167335,3153,1072944,1073972,282473
Goa,GA,2021-08-05,171608,167423,3156,1078876,1076956,285241
Goa,GA,2021-08-06,171705,167556,3157,1083561,1081299,288891
Goa,GA,2021-08-07,171814,167649,3159,1089087,1087386,295061
Goa,GA,2021-08-08,171883,167736,3160,1093954,1089647,298023
Goa,GA,2021-08-09,171944,167884,3164,1097404,1094394,302521
Goa,GA,2021-08-10,172085,167978,3164,1102474,1098302,307364
Goa,GA,2021-08-11,172188,168041,3164,1107531,1101631,311955
Goa,GA,2021-08-12,172276,168117,3166,1112760,1104283,315907
Goa,GA,2021-08-13,172343,168218,3168,1118448,1107380,321103
Goa,GA,2021-08-14,172431,168338,3168,1123864,1112815,329909
Goa,GA,2021-08-15,172506,168423,3171,1128724,1114583,332742
Goa,GA,2021-08-16,172568,168519,3176,1132949,1118736,337909
Goa,GA,2021-08-17,172683,168622,3177,1138788,1122216,342609
Goa,GA,2021-08-18,172763,168705,3178,1144049,1125584,347163
Goa,GA,2021-08-19,172846,168764,3180,1150269,1128598,351403
Goa,GA,2021-08-20,172966,168878,3182,1154667,1131666,355705
Goa,GA,2021-08-21,173088,168989,3184,1160150,1136525,363864
Goa,GA,2021-08-22,173164,169080,3185,1164004,1138119,366538
Goa,GA,2021-08-23,173221,169160,3186,1168151,1142024,371291
Goa,GA,2021-08-24,173357,169239,3186,1173071,1145426,376407
Goa,GA,2021-08-25,173434,169314,3187,1178040,1148528,380937
Goa,GA,2021-08-26,173526,169385,3191,1183530,1151573,385896
Goa,GA,2021-08-27,173606,169480,3191,1189172,1154536,391811
Goa,GA,2021-08-28,173717,169572,3193,1193853,1154536,391811
Goa,GA,2021-08-29,173791,169651,3195,1199547,1160765,406565
Goa,GA,2021-08-30,173850,169769,3198,1203513,1163632,413219
Goa,GA,2021-08-31,173955,169877,3201,1208817,1166207,420359
Goa,GA,2021-09-01,174050,169959,3202,1213926,1168554,426585
Goa,GA,2021-09-02,174146,170031,3202,1220683,1170547,432032
Goa,GA,2021-09-03,174250,170151,3203,1225474,1172466,437223
Goa,GA,2021-09-04,174347,170222,3203,1231435,1175334,443994
Goa,GA,2021-09-05,174419,170311,3208,1236809,1176591,449889
Goa,GA,2021-09-06,174486,170391,3210,1240754,1178673,457466
Goa,GA,2021-09-07,174560,170496,3210,1245528,1180115,465169
Goa,GA,2021-09-08,174646,170578,3212,1251255,1181518,471957
Goa,GA,2021-09-09,174725,170635,3212,1256768,1183247,478432
Goa,GA,2021-09-10,174770,170716,3214,1260789,1183247,478432
Goa,GA,2021-09-11,174799,170808,3216,1263736,1183270,478525
Goa,GA,2021-09-12,174837,170882,3217,1266413,1184536,484288
Goa,GA,2021-09-13,174891,170972,3217,1269754,1186557,492385
Goa,GA,2021-09-14,175000,171064,3219,1275971,1188394,500111
Goa,GA,2021-09-15,175088,171099,3289,1279588,1190188,508574
Goa,GA,2021-09-16,175183,171195,3289,1284660,1192294,518673
Goa,GA,2021-09-17,175291,171270,3290,1289799,1195071,532380
Goa,GA,2021-09-18,175414,171351,3292,1295428,1198071,549674
Goa,GA,2021-09-19,175498,171430,3294,1299606,1199656,559777
Goa,GA,2021-09-20,175583,171478,3295,1303331,1202543,574456
Goa,GA,2021-09-21,175690,171507,3297,1308020,1205186,588347
Goa,GA,2021-09-22,175792,171545,3297,1313965,1207684,603513
Goa,GA,2021-09-23,175872,171599,3297,1319979,1209915,615835
Goa,GA,2021-09-24,175956,171692,3299,1324081,1212471,628250
Goa,GA,2021-09-25,176021,171776,3299,1329457,1215672,644827
Goa,GA,2021-09-26,176095,171874,3303,1334309,1217302,654581
Goa,GA,2021-09-27,176145,171980,3303,1337966,1220106,668230
Goa,GA,2021-09-28,176235,172094,3308,1343105,1222366,680322
Goa,GA,2021-09-29,176318,172176,3312,1348354,1224184,690461
Goa,GA,2021-09-30,176431,172261,3314,1353489,1225782,698900
Goa,GA,2021-10-01,176515,172360,3317,1357968,1227878,709369
Goa,GA,2021-10-02,176594,172463,3317,1362664,1229753,718995
Goa,GA,2021-10-03,176638,172548,3317,1365722,1230959,726577
Goa,GA,2021-10-04,176681,172632,3320,1369371,1232873,736096
Goa,GA,2021-10-05,176767,172698,3322,1373627,1234383,745304
Goa,GA,2021-10-06,176864,172770,3322,1378403,1235627,752474
Goa,GA,2021-10-07,176924,172822,3323,1382263,1236761,758796
Goa,GA,2021-10-08,176980,172907,3325,1386708,1238037,766181
Goa,GA,2021-10-09,177040,172981,3326,1391366,1239742,775432
Goa,GA,2021-10-10,177113,173074,3329,1396558,1240661,781473
Goa,GA,2021-10-11,177148,173171,3330,1400402,1242054,789010
Goa,GA,2021-10-12,177228,173252,3332,1403944,1243250,795985
Goa,GA,2021-10-13,177288,173303,3333,1407727,1244336,802123
Goa,GA,2021-10-14,177356,173342,3335,1411608,1245269,807174
Goa,GA,2021-10-15,177410,173423,3339,1415124,1245726,809813
Goa,GA,2021-10-16,177462,173510,3342,1419312,1246926,817390
Goa,GA,2021-10-17,177522,173572,3346,1423081,1247562,822191
Goa,GA,2021-10-18,177579,173629,3350,1426583,1248773,829575
Goa,GA,2021-10-19,177659,173685,3354,1430772,1249646,835076
Goa,GA,2021-10-20,177706,173755,3354,1435769,1250497,840657
Goa,GA,2021-10-21,177765,173790,3357,1439828,1251297,845692
Goa,GA,2021-10-22,177819,173862,3357,1443383,1252224,851685
Goa,GA,2021-10-23,177852,173920,3358,1446807,1253513,859836
Goa,GA,2021-10-24,177886,173983,3358,1449373,1254150,864620
Goa,GA,2021-10-25,177915,174042,3358,1452375,1255244,871396
Goa,GA,2021-10-26,177946,174101,3362,1455309,1256323,877828
Goa,GA,2021-10-27,177969,174152,3363,1458499,1257226,882838
Goa,GA,2021-10-28,178016,174216,3363,1460982,1258057,887750
Goa,GA,2021-10-29,178063,174289,3363,1463383,1258903,892242
Goa,GA,2021-10-30,178085,174339,3364,1466038,1259996,898710
Goa,GA,2021-10-31,178108,174392,3364,1468399,1262568,911114
Gujarat,GJ,2020-03-19,2,0,0,0,0,0
Gujarat,GJ,2020-03-20,7,0,0,0,0,0
Gujarat,GJ,2020-03-21,14,0,0,0,0,0
Gujarat,GJ,2020-03-22,18,0,0,0,0,0
Gujarat,GJ,2020-03-23,30,0,0,0,0,0
Gujarat,GJ,2020-03-24,36,0,0,0,0,0
Gujarat,GJ,2020-03-25,38,0,0,0,0,0
Gujarat,GJ,2020-03-26,44,0,0,0,0,0
Gujarat,GJ,2020-03-27,47,0,0,0,0,0
Gujarat,GJ,2020-03-28,55,0,0,0,0,0
Gujarat,GJ,2020-03-29,63,1,5,0,0,0
Gujarat,GJ,2020-03-30,70,3,6,0,0,0
Gujarat,GJ,2020-03-31,74,5,6,0,0,0
Gujarat,GJ,2020-04-01,87,5,6,0,0,0
Gujarat,GJ,2020-04-02,88,10,7,0,0,0
Gujarat,GJ,2020-04-03,95,10,9,0,0,0
Gujarat,GJ,2020-04-04,108,13,10,0,0,0
Gujarat,GJ,2020-04-05,128,21,11,0,0,0
Gujarat,GJ,2020-04-06,146,22,12,0,0,0
Gujarat,GJ,2020-04-07,175,25,14,0,0,0
Gujarat,GJ,2020-04-08,186,25,16,4224,0,0
Gujarat,GJ,2020-04-09,262,26,18,4224,0,0
Gujarat,GJ,2020-04-10,378,33,19,7718,0,0
Gujarat,GJ,2020-04-11,468,44,22,9763,0,0
Gujarat,GJ,2020-04-12,516,44,24,11715,0,0
Gujarat,GJ,2020-04-13,572,54,26,14251,0,0
Gujarat,GJ,2020-04-14,650,59,28,14980,0,0
Gujarat,GJ,2020-04-15,766,64,33,19197,0,0
Gujarat,GJ,2020-04-16,929,73,36,20903,0,0
Gujarat,GJ,2020-04-17,1099,86,41,23483,0,0
Gujarat,GJ,2020-04-18,1376,93,53,26102,0,0
Gujarat,GJ,2020-04-19,1743,105,63,29104,0,0
Gujarat,GJ,2020-04-20,1939,131,71,33316,0,0
Gujarat,GJ,2020-04-21,2178,139,90,36829,0,0
Gujarat,GJ,2020-04-22,2407,179,103,39421,0,0
Gujarat,GJ,2020-04-23,2624,258,112,42384,0,0
Gujarat,GJ,2020-04-24,2815,265,127,46743,0,0
Gujarat,GJ,2020-04-25,3071,282,133,48315,0,0
Gujarat,GJ,2020-04-26,3301,313,151,51091,0,0
Gujarat,GJ,2020-04-27,3548,394,162,53575,0,0
Gujarat,GJ,2020-04-28,3774,434,181,56101,0,0
Gujarat,GJ,2020-04-29,4082,527,197,59488,0,0
Gujarat,GJ,2020-04-30,4395,613,214,64007,0,0
Gujarat,GJ,2020-05-01,4721,736,236,68774,0,0
Gujarat,GJ,2020-05-02,5054,896,262,74116,0,0
Gujarat,GJ,2020-05-03,5428,1042,290,80060,0,0
Gujarat,GJ,2020-05-04,5804,1195,319,84648,0,0
Gujarat,GJ,2020-05-05,6245,1381,368,89632,0,0
Gujarat,GJ,2020-05-06,6625,1500,396,95191,0,0
Gujarat,GJ,2020-05-07,7013,1709,425,100553,0,0
Gujarat,GJ,2020-05-08,7403,1872,449,105386,0,0
Gujarat,GJ,2020-05-09,7797,2091,472,109650,0,0
Gujarat,GJ,2020-05-10,8195,2545,493,113493,0,0
Gujarat,GJ,2020-05-11,8542,2780,513,116470,0,0
Gujarat,GJ,2020-05-12,8904,3246,537,119536,0,0
Gujarat,GJ,2020-05-13,9268,3562,566,122297,0,0
Gujarat,GJ,2020-05-14,9592,3753,586,124708,0,0
Gujarat,GJ,2020-05-15,9932,4035,606,127859,0,0
Gujarat,GJ,2020-05-16,10989,4308,625,138407,0,0
Gujarat,GJ,2020-05-17,11380,4499,659,143600,0,0
Gujarat,GJ,2020-05-18,11746,4804,694,148824,0,0
Gujarat,GJ,2020-05-19,12141,5043,719,154674,0,0
Gujarat,GJ,2020-05-20,12539,5219,749,160772,0,0
Gujarat,GJ,2020-05-21,12910,5488,773,166152,0,0
Gujarat,GJ,2020-05-22,13273,5880,802,172562,0,0
Gujarat,GJ,2020-05-23,13669,6169,829,178068,0,0
Gujarat,GJ,2020-05-24,14063,6412,858,182868,0,0
Gujarat,GJ,2020-05-25,14468,6636,888,186361,0,0
Gujarat,GJ,2020-05-26,14829,7137,915,189313,0,0
Gujarat,GJ,2020-05-27,15205,7547,938,193863,0,0
Gujarat,GJ,2020-05-28,15572,8001,960,198048,0,0
Gujarat,GJ,2020-05-29,15944,8609,980,201481,0,0
Gujarat,GJ,2020-05-30,16356,9230,1007,205780,0,0
Gujarat,GJ,2020-05-31,16794,9919,1038,211930,0,0
Gujarat,GJ,2020-06-01,17217,10780,1063,216258,0,0
Gujarat,GJ,2020-06-02,17632,11894,1092,221610,0,0
Gujarat,GJ,2020-06-03,18117,12212,1122,227898,0,0
Gujarat,GJ,2020-06-04,18609,12667,1155,233921,0,0
Gujarat,GJ,2020-06-05,19119,13011,1190,239911,0,0
Gujarat,GJ,2020-06-06,19617,13324,1219,245606,0,0
Gujarat,GJ,2020-06-07,20097,13643,1249,251686,0,0
Gujarat,GJ,2020-06-08,20574,13964,1280,256289,0,0
Gujarat,GJ,2020-06-09,21044,14373,1313,261587,0,0
Gujarat,GJ,2020-06-10,21554,14743,1347,266404,0,0
Gujarat,GJ,2020-06-11,22067,15109,1385,272924,0,0
Gujarat,GJ,2020-06-12,22562,15501,1416,278137,0,0
Gujarat,GJ,2020-06-13,23079,15891,1449,283623,0,0
Gujarat,GJ,2020-06-14,23590,16333,1478,288565,0,0
Gujarat,GJ,2020-06-15,24104,16672,1506,292909,0,0
Gujarat,GJ,2020-06-16,24628,17090,1534,296335,0,0
Gujarat,GJ,2020-06-17,25148,17438,1561,303671,0,0
Gujarat,GJ,2020-06-18,25658,17827,1592,308744,0,0
Gujarat,GJ,2020-06-19,26198,18167,1619,314301,0,0
Gujarat,GJ,2020-06-20,26737,18702,1639,319414,0,0
